# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-05-10 16:52:32 EDT       (caww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 422302071083801 FRESH POND IN GATE HOUSE AT CAMBRIDGE, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 422302071083801
#    DD parameter statistic   Description
#    02   00010     00003     Temperature, water, degrees Celsius (Mean)
#    03   00020     00003     Temperature, air, degrees Celsius (Mean)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#    05   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00010_00003	02_00010_00003_cd	03_00020_00003	03_00020_00003_cd	04_00095_00003	04_00095_00003_cd	05_00045_00006	05_00045_00006_cd
USGS	422302071083801	2010-11-24	9.2	A	6.1	A	517	A	0.00	A
USGS	422302071083801	2010-11-25	8.6	A	2.1	A	518	A	0.00	A
USGS	422302071083801	2010-11-26	8.4	A	4.1	A	519	A	0.19	A
USGS	422302071083801	2010-11-27	8.0	A	2.5	A	519	A	0.00	A
USGS	422302071083801	2010-11-28	7.7	A	2.1	A	520	A	0.00	A
USGS	422302071083801	2010-11-29	7.7	A	3.7	A	520	A	0.00	A
USGS	422302071083801	2010-11-30	7.6	A	5.5	A	520	A	0.00	A
USGS	422302071083801	2010-12-01	7.6	A	10.9	A	519	A	0.48	A
USGS	422302071083801	2010-12-02	7.5	A	3.9	A	518	A	0.00	A
USGS	422302071083801	2010-12-03	7.2	A	2.7	A	519	A	0.00	A
USGS	422302071083801	2010-12-04	7.0	A	2.2	A	519	A	0.00	A
USGS	422302071083801	2010-12-05	6.6	A	-0.1	A	520	A	0.00	A
USGS	422302071083801	2010-12-06	6.1	A	-1.5	A	520	A	0.00	A
USGS	422302071083801	2010-12-07	5.7	A	-0.7	A	519	A	0.00	A
USGS	422302071083801	2010-12-08	5.3	A	-2.0	A	520	A	0.00	A
USGS	422302071083801	2010-12-09	4.7	A	-5.1	A	521	A	0.00	A
USGS	422302071083801	2010-12-10	4.3	A	-6.0	A	522	A	0.00	A
USGS	422302071083801	2010-12-11	4.4	A	1.2	A	522	A	0.00	A
USGS	422302071083801	2010-12-12	4.4	A	6.9	A	522	A	1.77	A
USGS	422302071083801	2010-12-13	4.7	A	10.0	A	518	A	0.38	A
USGS	422302071083801	2010-12-14	4.6	A	-3.1	A	517	A	0.00	A
USGS	422302071083801	2010-12-15	3.9	A	-6.7	A	520	A	0.00	A
USGS	422302071083801	2010-12-16	3.2	A	-3.4	A	521	A	0.00	A
USGS	422302071083801	2010-12-17	2.8	A	-3.1	A	521	A	0.00	A
USGS	422302071083801	2010-12-18	2.8	A	-1.7	A	521	A	0.00	A
USGS	422302071083801	2010-12-19	3.1	A	-0.9	A	510	A	0.00	A
USGS	422302071083801	2010-12-20	2.8	A	-2.7	A	511	A	0.00	A
USGS	422302071083801	2010-12-21	2.8	A	0.3	A	516	A	0.00	A
USGS	422302071083801	2010-12-22	2.8	A	1.0	A	515	A	0.00	A
USGS	422302071083801	2010-12-23	2.7	A	1.0	A	515	A	0.00	A
USGS	422302071083801	2010-12-24	2.4	A	-0.4	A	514	A	0.00	A
USGS	422302071083801	2010-12-25	1.9	A	-3.2	A	512	A	0.00	A
USGS	422302071083801	2010-12-26	1.8	A	-3.6	A	513	A	0.00	A
USGS	422302071083801	2010-12-27	1.4	A	-3.7	A			0.00	A
USGS	422302071083801	2010-12-28	1.7	A	-2.7	A			0.00	A
USGS	422302071083801	2010-12-29	1.8	A	0.2	A	522	A	0.00	A
USGS	422302071083801	2010-12-30	2.1	A	0.4	A	526	A	0.00	A
USGS	422302071083801	2010-12-31	2.2	A	4.5	A	527	A	0.00	A
USGS	422302071083801	2011-01-01	2.3	A	8.5	A	526	A	0.00	A
USGS	422302071083801	2011-01-02	2.2	A	7.5	A	525	A	0.08	A
USGS	422302071083801	2011-01-03	1.5	A	-0.4	A	522	A	0.02	A
USGS	422302071083801	2011-01-04	1.6	A	-0.9	A	521	A	0.00	A
USGS	422302071083801	2011-01-05	1.1	A	-0.5	A	516	A	0.00	A
USGS	422302071083801	2011-01-06	0.9	A	-3.7	A	514	A	0.00	A
USGS	422302071083801	2011-01-07	1.4	A	-3.0	A	517	A	0.00	A
USGS	422302071083801	2011-01-08	1.5	A	-1.9	A	514	A	0.00	A
USGS	422302071083801	2011-01-09	1.5	A	-1.3	A	513	A	0.01	A
USGS	422302071083801	2011-01-10	1.5	A	-2.6	A	515	A	0.00	A
USGS	422302071083801	2011-01-11	1.7	A	-3.7	A	514	A	0.00	A
USGS	422302071083801	2011-01-12	1.7	A	-1.4	A	514	A	0.13	A
USGS	422302071083801	2011-01-13	1.7	A	-3.0	A	512	A	0.00	A
USGS	422302071083801	2011-01-14	1.7	A	-6.6	A	512	A	0.00	A
USGS	422302071083801	2011-01-15	1.8	A	-6.3	A	509	A	0.00	A
USGS	422302071083801	2011-01-16	1.8	A	-1.6	A	508	A	0.00	A
USGS	422302071083801	2011-01-17	1.8	A	-8.9	A	510	A	0.00	A
USGS	422302071083801	2011-01-18	1.8	A	-2.7	A	511	A	0.00	A
USGS	422302071083801	2011-01-19	1.8	A	1.7	A	511	A	0.00	A
USGS	422302071083801	2011-01-20	1.9	A	-2.3	A	511	A	0.00	A
USGS	422302071083801	2011-01-21	1.9	A	-4.1	A	512	A	0.00	A
USGS	422302071083801	2011-01-22	1.9	A	-8.1	A	512	A	0.00	A
USGS	422302071083801	2011-01-23	1.9	A	-11.4	A	512	A	0.00	A
USGS	422302071083801	2011-01-24	1.9	A	-15.9	A	513	A	0.00	A
USGS	422302071083801	2011-01-25	1.9	A	-7.6	A	512	A	0.00	A
USGS	422302071083801	2011-01-26	1.9	A	-6.4	A	512	A	0.03	A
USGS	422302071083801	2011-01-27	1.9	A	-2.5	A	512	A	0.18	A
USGS	422302071083801	2011-01-28	1.9	A	-3.9	A	511	A	0.02	A
USGS	422302071083801	2011-01-29	2.0	A	-1.0	A	513	A	0.00	A
USGS	422302071083801	2011-01-30	2.0	A	-2.9	A	514	A	0.00	A
USGS	422302071083801	2011-01-31	2.0	A	-7.4	A	513	A	0.00	A
USGS	422302071083801	2011-02-01	2.0	A	-8.4	A	514	A	0.31	A
USGS	422302071083801	2011-02-02	2.0	A	-4.9	A	515	A	0.84	A
USGS	422302071083801	2011-02-03	2.0	A	-6.9	A	515	A	0.00	A
USGS	422302071083801	2011-02-04	2.0	A	-5.0	A	515	A	0.00	A
USGS	422302071083801	2011-02-05	2.0	A	-1.8	A	515	A	0.25	A
USGS	422302071083801	2011-02-06	2.0	A	3.4	A	516	A	0.00	A
USGS	422302071083801	2011-02-07	2.0	A	2.4	A	516	A	0.02	A
USGS	422302071083801	2011-02-08	2.0	A	-1.0	A	517	A	0.29	A
USGS	422302071083801	2011-02-09	1.9	A	-5.8	A	517	A	0.00	A
USGS	422302071083801	2011-02-10	2.0	A	-4.8	A	518	A	0.00	A
USGS	422302071083801	2011-02-11	2.0	A	-6.8	A	517	A	0.00	A
USGS	422302071083801	2011-02-12	2.2	A	-2.9	A	516	A	0.00	A
USGS	422302071083801	2011-02-13	2.4	A	-0.9	A	517	A	0.00	A
USGS	422302071083801	2011-02-14	2.4	A	7.4	A	534	A	0.00	A
USGS	422302071083801	2011-02-15	2.2	A	-4.5	A	532	A	0.00	A
USGS	422302071083801	2011-02-16	2.5	A	-0.8	A	536	A	0.00	A
USGS	422302071083801	2011-02-17	2.6	A	6.7	A	544	A	0.00	A
USGS	422302071083801	2011-02-18	2.7	A	10.0	A	578	A	0.08	A
USGS	422302071083801	2011-02-19	2.4	A	0.0	A	558	A	0.00	A
USGS	422302071083801	2011-02-20	2.5	A	-3.9	A	523	A	0.00	A
USGS	422302071083801	2011-02-21	2.6	A	-4.8	A	551	A	0.00	A
USGS	422302071083801	2011-02-22	2.7	A	-5.4	A	552	A	0.00	A
USGS	422302071083801	2011-02-23	2.7	A	-2.0	A	560	A	0.00	A
USGS	422302071083801	2011-02-24	2.7	A	-0.2	A	567	A	0.00	A
USGS	422302071083801	2011-02-25	2.7	A	1.4	A	586	A	1.58	A
USGS	422302071083801	2011-02-26	2.6	A	-0.5	A	575	A	0.00	A
USGS	422302071083801	2011-02-27	2.7	A	-2.9	A	580	A	0.02	A
USGS	422302071083801	2011-02-28	2.7	A	0.7	A	597	A	1.05	A
USGS	422302071083801	2011-03-01	2.7	A	0.5	A	594	A	0.00	A
USGS	422302071083801	2011-03-02	2.6	A	2.0	A	565	A	0.00	A
USGS	422302071083801	2011-03-03	2.6	A	-6.9	A	546	A	0.00	A
USGS	422302071083801	2011-03-04	2.7	A	-2.8	A	542	A	0.00	A
USGS	422302071083801	2011-03-05	2.6	A	7.0	A	540	A	0.00	A
USGS	422302071083801	2011-03-06	2.6	A	12.9	A	539	A	0.08	A
USGS	422302071083801	2011-03-07	2.6	A	5.6	A	535	A	0.63	A
USGS	422302071083801	2011-03-08	2.7	A	-0.2	A	533	A	0.00	A
USGS	422302071083801	2011-03-09	2.7	A	0.3	A	532	A	0.00	A
USGS	422302071083801	2011-03-10	2.6	A	3.7	A	527	A	0.04	A
USGS	422302071083801	2011-03-11	2.6	A	8.3	A	527	A	0.52	A
USGS	422302071083801	2011-03-12	2.8	A	6.3	A	522	A	0.00	A
USGS	422302071083801	2011-03-13	2.9	A	5.9	A	511	A	0.00	A
USGS	422302071083801	2011-03-14	3.2	A	2.5	A	513	A	0.00	A
USGS	422302071083801	2011-03-15	3.4	A	2.0	A	510	A	0.00	A
USGS	422302071083801	2011-03-16	3.7	A	3.1	A	506	A	0.56	A
USGS	422302071083801	2011-03-17	3.9	A	8.6	A	504	A	0.00	A
USGS	422302071083801	2011-03-18	4.1	A	13.9	A	484	A	0.00	A
USGS	422302071083801	2011-03-19	4.0	A	5.6	A	499	A	0.00	A
USGS	422302071083801	2011-03-20	3.8	A	2.3	A	513	A	0.00	A
USGS	422302071083801	2011-03-21	4.0	A	1.9	A	517	A	0.25	A
USGS	422302071083801	2011-03-22	4.1	A	3.2	A	514	A	0.00	A
USGS	422302071083801	2011-03-23	4.3	A	1.6	A	512	A	0.00	A
USGS	422302071083801	2011-03-24	4.3	A	1.3	A	514	A	0.00	A
USGS	422302071083801	2011-03-25	4.2	A	1.5	A	513	A	0.00	A
USGS	422302071083801	2011-03-26	4.1	A	-0.4	A	514	A	0.00	A
USGS	422302071083801	2011-03-27	4.2	A	0.8	A	514	A	0.00	A
USGS	422302071083801	2011-03-28	4.2	A	2.0	A	514	A	0.00	A
USGS	422302071083801	2011-03-29	4.4	A	3.1	A	513	A	0.00	A
USGS	422302071083801	2011-03-30	4.9	A	5.3	A	512	A	0.00	A
USGS	422302071083801	2011-03-31	4.9	A	4.0	A	512	A	0.18	A
USGS	422302071083801	2011-04-01	4.6	A	1.8	A	510	A	0.67	A
USGS	422302071083801	2011-04-02	5.0	A	6.0	A	510	A	0.00	A
USGS	422302071083801	2011-04-03	5.3	A	7.2	A	509	A	0.00	A
USGS	422302071083801	2011-04-04	5.4	A	6.2	A	510	A	0.42	A
USGS	422302071083801	2011-04-05	5.8	A	10	A	508	A	0.08	A
USGS	422302071083801	2011-04-06	5.8	A	6.3	A	508	A	0.00	A
USGS	422302071083801	2011-04-07	5.8	A	5.5	A	509	A	0.00	A
USGS	422302071083801	2011-04-08	6.3	A	6.2	A	508	A	0.00	A
USGS	422302071083801	2011-04-09	7.6	A	8.5	A	506	A	0.00	A
USGS	422302071083801	2011-04-10	8.3	A	11.4	A	506	A	0.00	A
USGS	422302071083801	2011-04-11	8.8	A	15.2	A	504	A	0.04	A
USGS	422302071083801	2011-04-12	9.3	A	14.6	A	504	A	0.10	A
USGS	422302071083801	2011-04-13	8.2	A	7.5	A	504	A	1.27	A
USGS	422302071083801	2011-04-14	9.3	A	10.6	A	501	A	0.01	A
USGS	422302071083801	2011-04-15	9.0	A	5.3	A	503	A	0.00	A
USGS	422302071083801	2011-04-16	8.4	A	4.9	A	506	A	0.07	A
USGS	422302071083801	2011-04-17	8.7	A	12.5	A	503	A	1.16	A
USGS	422302071083801	2011-04-18	9.2	A	11.2	A	502	A	0.00	A
USGS	422302071083801	2011-04-19	9.3	A	8.3	A	502	A	0.19	A
USGS	422302071083801	2011-04-20			6.3	A			0.00	A
USGS	422302071083801	2011-04-21	9.1	A	8.3	A	497	A	0.00	A
USGS	422302071083801	2011-04-22	9.0	A	7.2	A	497	A	0.00	A
USGS	422302071083801	2011-04-23	9.2	A	7.9	A	496	A	0.45	A
USGS	422302071083801	2011-04-24	10.1	A	16.8	A	492	A	0.02	A
USGS	422302071083801	2011-04-25	10.3	A	12.4	A	492	A	0.01	A
USGS	422302071083801	2011-04-26	10.6	A	11.0	A	490	A	0.00	A
USGS	422302071083801	2011-04-27	12.0	A	17.4	A	488	A	0.02	A
USGS	422302071083801	2011-04-28	13.4	A	19.8	A	486	A	0.02	A
USGS	422302071083801	2011-04-29	14.7	A	18.5	A	486	A	0.00	A
USGS	422302071083801	2011-04-30	15.0	A	13.6	A	486	A	0.00	A
USGS	422302071083801	2011-05-01	14.4	A	10.5	A	486	A	0.00	A
USGS	422302071083801	2011-05-02	14.4	A	12.9	A	485	A	0.00	A
USGS	422302071083801	2011-05-03	15.2	A	17.0	A	486	A	0.00	A
USGS	422302071083801	2011-05-04	15.5	A	15.2	A	486	A	0.38	A
USGS	422302071083801	2011-05-05	14.9	A	10.0	A	485	A	0.02	A
USGS	422302071083801	2011-05-06	14.4	A	14.6	A	486	A	0.00	A
USGS	422302071083801	2011-05-07	14.5	A	13.8	A	486	A	0.24	A
USGS	422302071083801	2011-05-08	14.4	A	12.6	A	486	A	0.00	A
USGS	422302071083801	2011-05-09	14.9	A	14.8	A	487	A	0.00	A
USGS	422302071083801	2011-05-10	14.3	A	12.3	A	486	A	0.01	A
USGS	422302071083801	2011-05-11	14.0	A	12.5	A	487	A	0.02	A
USGS	422302071083801	2011-05-12	13.9	A	13.1	A	487	A	0.00	A
USGS	422302071083801	2011-05-13	14.1	A	12.2	A	487	A	0.00	A
USGS	422302071083801	2011-05-14	14.6	A	10.9	A	488	A	0.01	A
USGS	422302071083801	2011-05-15	14.5	A	12.4	A	488	A	0.55	A
USGS	422302071083801	2011-05-16	14.0	A	9.2	A	486	A	0.44	A
USGS	422302071083801	2011-05-17	13.6	A	8.9	A	486	A	0.16	A
USGS	422302071083801	2011-05-18	13.5	A	11.1	A	485	A	0.08	A
USGS	422302071083801	2011-05-19	13.6	A	13.2	A	484	A	0.49	A
USGS	422302071083801	2011-05-20	14.0	A	14.2	A	485	A	0.00	A
USGS	422302071083801	2011-05-21	14.6	A	14.9	A	486	A	0.00	A
USGS	422302071083801	2011-05-22	14.8	A	10.5	A	485	A	0.00	A
USGS	422302071083801	2011-05-23	14.8	A	13.2	A	488	A	0.10	A
USGS	422302071083801	2011-05-24	15.6	A	21.8	A	486	A	0.04	A
USGS	422302071083801	2011-05-25	16.4	A	20.1	A	487	A	0.00	A
USGS	422302071083801	2011-05-26	17.7	A	21.1	A	491	A	0.00	A
USGS	422302071083801	2011-05-27	18.8	A	24.2	A	493	A	0.00	A
USGS	422302071083801	2011-05-28	19.6	A	21.7	A	498	A	0.01	A
USGS	422302071083801	2011-05-29	20.9	A	24.3	A	505	A	0.00	A
USGS	422302071083801	2011-05-30	21.4	A	24.4	A	507	A	0.00	A
USGS	422302071083801	2011-05-31	21.2	A	22.7	A	509	A	0.00	A
USGS	422302071083801	2011-06-01	21.4	A	22.2	A	511	A	0.32	A
USGS	422302071083801	2011-06-02	20.9	A	18.3	A	506	A	0.00	A
USGS	422302071083801	2011-06-03	19.6	A	15.8	A	501	A	0.00	A
USGS	422302071083801	2011-06-04	19.1	A	14.1	A	499	A	0.00	A
USGS	422302071083801	2011-06-05	19.1	A	15.1	A	501	A	0.00	A
USGS	422302071083801	2011-06-06	19.8	A	19.2	A	505	A	0.00	A
USGS	422302071083801	2011-06-07	20.8	A	22.3	A	512	A	0.00	A
USGS	422302071083801	2011-06-08	21.3	A	25.2	A	517	A	0.00	A
USGS	422302071083801	2011-06-09	22.8	A	24.6	A	528	A	0.57	A
USGS	422302071083801	2011-06-10	22.1	A	20.3	A	522	A	0.00	A
USGS	422302071083801	2011-06-11	21.4	A	15.5	A	520	A	0.65	A
USGS	422302071083801	2011-06-12	20.0	A	12.9	A	508	A	0.25	A
USGS	422302071083801	2011-06-13	19.5	A	14.6	A	505	A	0.04	A
USGS	422302071083801	2011-06-14	19.2	A	14.1	A	507	A	0.01	A
USGS	422302071083801	2011-06-15	19.2	A	17.8	A	506	A	0.00	A
USGS	422302071083801	2011-06-16	20.4	A	22.9	A	511	A	0.00	A
USGS	422302071083801	2011-06-17	20.6	A	20.6	A	514	A	0.09	A
USGS	422302071083801	2011-06-18	21.0	A	21.9	A	516	A	0.19	A
USGS	422302071083801	2011-06-19	21.5	A	21.1	A	519	A	0.00	A
USGS	422302071083801	2011-06-20	21.7	A	20.5	A	522	A	0.00	A
USGS	422302071083801	2011-06-21	21.6	A	21.7	A	521	A	0.00	A
USGS	422302071083801	2011-06-22	21.7	A	19.9	A	520	A	1.32	A
USGS	422302071083801	2011-06-23	20.9	A	17.0	A	509	A	0.27	A
USGS	422302071083801	2011-06-24	20.2	A	15.6	A	505	A	0.03	A
USGS	422302071083801	2011-06-25	19.9	A	15.7	A	502	A	0.37	A
USGS	422302071083801	2011-06-26	20.5	A	20.8	A	507	A	0.01	A
USGS	422302071083801	2011-06-27	20.9	A	22.8	A	509	A	0.00	A
USGS	422302071083801	2011-06-28	21.7	A	23.9	A	516	A	0.00	A
USGS	422302071083801	2011-06-29	23.0	A	23.3	A	526	A	0.11	A
USGS	422302071083801	2011-06-30	22.7	A	21.8	A	524	A	0.00	A
USGS	422302071083801	2011-07-01	22.6	A	21.1	A	524	A	0.00	A
USGS	422302071083801	2011-07-02	22.5	A	22.1	A	525	A	0.00	A
USGS	422302071083801	2011-07-03	23.0	A	23.0	A	528	A	0.00	A
USGS	422302071083801	2011-07-04	23.4	A	25.3	A	533	A	0.00	A
USGS	422302071083801	2011-07-05	23.6	A	26.6	A	535	A	0.00	A
USGS	422302071083801	2011-07-06	24.7	A	26.2	A	545	A	0.13	A
USGS	422302071083801	2011-07-07	25.2	A	24.6	A	551	A	0.00	A
USGS	422302071083801	2011-07-08	24.4	A	22.3	A	543	A	0.17	A
USGS	422302071083801	2011-07-09	24.6	A	23.5	A	544	A	0.19	A
USGS	422302071083801	2011-07-10	25.0	A	23.4	A	550	A	0.00	A
USGS	422302071083801	2011-07-11	25.1	A	26.6	A	551	A	0.00	A
USGS	422302071083801	2011-07-12	25.7	A	28.2	A	560	A	0.00	A
USGS	422302071083801	2011-07-13	25.6	A	24.2	A	560	A	0.34	A
USGS	422302071083801	2011-07-14	24.9	A	20.2	A	551	A	0.30	A
USGS	422302071083801	2011-07-15	24.6	A	21.9	A	549	A	0.00	A
USGS	422302071083801	2011-07-16	25.0	A	24.3	A	556	A	0.00	A
USGS	422302071083801	2011-07-17	25.1	A	26.7	A	557	A	0.00	A
USGS	422302071083801	2011-07-18	24.9	A	25.9	A	556	A	0.00	A
USGS	422302071083801	2011-07-19	25.2	A	25.7	A	562	A	0.00	A
USGS	422302071083801	2011-07-20	25.3	A	25.8	A	568	A	0.00	A
USGS	422302071083801	2011-07-21	25.6	A	28.3	A	571	A	0.00	A
USGS	422302071083801	2011-07-22	26.4	A	31.6	A	583	A	0.00	A
USGS	422302071083801	2011-07-23	26.6	A	27.7	A	592	A	0.17	A
USGS	422302071083801	2011-07-24	26.3	A	25.2	A	590	A	0.03	A
USGS	422302071083801	2011-07-25	25.6	A	20.5	A	584	A	0.19	A
USGS	422302071083801	2011-07-26	25.3	A	21.7	A	582	A	0.03	A
USGS	422302071083801	2011-07-27	25.4	A	23.3	A	583	A	0.00	A
USGS	422302071083801	2011-07-28	25.0	A	22.9	A	581	A	0.00	A
USGS	422302071083801	2011-07-29	24.8	A	22.7	A	588	A	0.13	A
USGS	422302071083801	2011-07-30	25.0	A	25.3	A	586	A	0.00	A
USGS	422302071083801	2011-07-31	25.3	A	24.8	A	592	A	0.00	A
USGS	422302071083801	2011-08-01	25.9	A	26.5	A	601	A	0.00	A
USGS	422302071083801	2011-08-02	25.8	A	23.6	A	600	A	0.60	A
USGS	422302071083801	2011-08-03	25.2	A	20.8	A	597	A	0.00	A
USGS	422302071083801	2011-08-04	25.1	A	21.5	A	601	A	0.00	A
USGS	422302071083801	2011-08-05	25.1	A	21.9	A	602	A	0.00	A
USGS	422302071083801	2011-08-06	25.5	A	24.7	A	607	A	0.00	A
USGS	422302071083801	2011-08-07	25.1	A	23.0	A	600	A	1.45	A
USGS	422302071083801	2011-08-08	25.1	A	24.1	A	598	A	0.56	A
USGS	422302071083801	2011-08-09	25.1	A	22.1	A	600	A	1.15	A
USGS	422302071083801	2011-08-10	24.8	A	20.6	A	597	A	0.60	A
USGS	422302071083801	2011-08-11	24.8	A	22.0	A	595	A	0.00	A
USGS	422302071083801	2011-08-12	24.9	A	21.7	A	596	A	0.00	A
USGS	422302071083801	2011-08-13	25.0	A	23.1	A	598	A	0.00	A
USGS	422302071083801	2011-08-14	24.8	A	22.3	A	599	A	0.04	A
USGS	422302071083801	2011-08-15	24.2	A	19.1	A	588	A	1.18	A
USGS	422302071083801	2011-08-16	23.6	A	18.6	A	579	A	0.01	A
USGS	422302071083801	2011-08-17	24.1	A	22.7	A	584	A	0.00	A
USGS	422302071083801	2011-08-18	24.4	A	24.2	A	587	A	0.00	A
USGS	422302071083801	2011-08-19	24.6	A	23.6	A	590	A	0.15	A
USGS	422302071083801	2011-08-20	24.8	A	24.7	A	594	A	0.00	A
USGS	422302071083801	2011-08-21	24.9	A	24.2	A	593	A	0.00	A
USGS	422302071083801	2011-08-22	24.6	A	21.9	A	587	A	0.52	A
USGS	422302071083801	2011-08-23	24.3	A	20.3	A	585	A	0.00	A
USGS	422302071083801	2011-08-24	24.1	A	21.5	A	583	A	0.00	A
USGS	422302071083801	2011-08-25	24.0	A	24.4	A	583	A	0.02	A
USGS	422302071083801	2011-08-26	24.2	A	24.2	A	585	A	0.05	A
USGS	422302071083801	2011-08-27	24.5	A	22.7	A	587	A	1.73	A
USGS	422302071083801	2011-08-28	23.8	A	21.6	A	577	A	1.46	A
USGS	422302071083801	2011-08-29	23.5	A	20.5	A	571	A	0.00	A
USGS	422302071083801	2011-08-30	23.7	A	20.4	A	575	A	0.00	A
USGS	422302071083801	2011-08-31	23.6	A	21.3	A	573	A	0.00	A
USGS	422302071083801	2011-09-01	23.5	A	20.2	A	571	A	0.00	A
USGS	422302071083801	2011-09-02	23.3	A	18.6	A	567	A	0.00	A
USGS	422302071083801	2011-09-03	23.5	A	22.3	A	568	A	0.00	A
USGS	422302071083801	2011-09-04	23.9	A	24.0	A	572	A	0.00	A
USGS	422302071083801	2011-09-05	23.9	A	24.5	A	570	A	0.00	A
USGS	422302071083801	2011-09-06	23.4	A	17.6	A	562	A	0.77	A
USGS	422302071083801	2011-09-07	22.7	A	16.0	A	552	A	0.39	A
USGS	422302071083801	2011-09-08	22.2	A	16.0	A	545	A	1.32	A
USGS	422302071083801	2011-09-09	22.4	A	20.3	A	548	A	0.00	A
USGS	422302071083801	2011-09-10	22.2	A	18.7	A	547	A	0.00	A
USGS	422302071083801	2011-09-11	22.1	A	17.2	A	544	A	0.00	A
USGS	422302071083801	2011-09-12	22.5	A	21.0	A	547	A	0.00	A
USGS	422302071083801	2011-09-13	22.8	A	22.8	A	549	A	0.00	A
USGS	422302071083801	2011-09-14	23.1	A	24.0	A	552	A	0.00	A
USGS	422302071083801	2011-09-15	23.3	A	20.3	A	554	A	0.05	A
USGS	422302071083801	2011-09-16	22.0	A	13.2	A	542	A	0.00	A
USGS	422302071083801	2011-09-17	21.4	A	13.0	A	538	A	0.00	A
USGS	422302071083801	2011-09-18	21.2	A	14.2	A	537	A	0.00	A
USGS	422302071083801	2011-09-19	20.9	A	13.8	A	536	A	0.00	A
USGS	422302071083801	2011-09-20	20.7	A	15.5	A	536	A	0.13	A
USGS	422302071083801	2011-09-21	20.8	A	18.9	A	537	A	0.00	A
USGS	422302071083801	2011-09-22	21.1	A	21.1	A	540	A	0.12	A
USGS	422302071083801	2011-09-23	21.2	A	20.9	A	539	A	0.40	A
USGS	422302071083801	2011-09-24	21.5	A	22.5	A	538	A	0.52	A
USGS	422302071083801	2011-09-25	21.9	A	22.7	A	543	A	0.00	A
USGS	422302071083801	2011-09-26	22.1	A	22.1	A	546	A	0.00	A
USGS	422302071083801	2011-09-27	22.1	A	20.3	A	550	A	0.00	A
USGS	422302071083801	2011-09-28	22.0	A	19.4	A	552	A	0.00	A
USGS	422302071083801	2011-09-29	21.6	A	18.8	A	549	A	1.17	A
USGS	422302071083801	2011-09-30	21.4	A	19.3	A	546	A	0.00	A
USGS	422302071083801	2011-10-01	21.3	A	18.3	A	546	A	0.77	A
USGS	422302071083801	2011-10-02	20.9	A	16.1	A	544	A	0.03	A
USGS	422302071083801	2011-10-03	20.7	A	15.9	A	545	A	0.04	A
USGS	422302071083801	2011-10-04	20.4	A	14.6	A	543	A	0.91	A
USGS	422302071083801	2011-10-05	20.0	A	14.2	A	543	A	0.00	A
USGS	422302071083801	2011-10-06	19.4	A	11.1	A	541	A	0.00	A
USGS	422302071083801	2011-10-07	19.3	A	11.1	A	541	A	0.00	A
USGS	422302071083801	2011-10-08	19.4	A	17.3	A	543	A	0.00	A
USGS	422302071083801	2011-10-09	19.7	A	21.2	A	546	A	0.00	A
USGS	422302071083801	2011-10-10	19.9	A	21.1	A	548	A	0.00	A
USGS	422302071083801	2011-10-11	19.5	A	15.3	A	547	A	0.00	A
USGS	422302071083801	2011-10-12	19.1	A	14.1	A	547	A	0.01	A
USGS	422302071083801	2011-10-13	18.8	A	15.6	A	545	A	0.95	A
USGS	422302071083801	2011-10-14	18.7	A	17.4	A	547	A	1.04	A
USGS	422302071083801	2011-10-15	18.4	A	15.3	A	544	A	0.00	A
USGS	422302071083801	2011-10-16	18.0	A	14.9	A	543	A	0.00	A
USGS	422302071083801	2011-10-17	17.8	A	15.0	A	544	A	0.01	A
USGS	422302071083801	2011-10-18	17.6	A	13.8	A	545	A	0.00	A
USGS	422302071083801	2011-10-19	17.4	A	13.4	A	544	A	1.25	A
USGS	422302071083801	2011-10-20	17.3	A	15.6	A	543	A	0.41	A
USGS	422302071083801	2011-10-21	17.1	A	13.5	A	543	A	0.00	A
USGS	422302071083801	2011-10-22	16.9	A	11.7	A	544	A	0.00	A
USGS	422302071083801	2011-10-23	16.6	A	9.1	A	544	A	0.00	A
USGS	422302071083801	2011-10-24	16.4	A	10.7	A	545	A	0.00	A
USGS	422302071083801	2011-10-25	16.2	A	11.7	A	545	A	0.01	A
USGS	422302071083801	2011-10-26	15.7	A	8.1	A	545	A	0.03	A
USGS	422302071083801	2011-10-27	15.3	A	5.7	A	544	A	0.94	A
USGS	422302071083801	2011-10-28	14.8	A	4.2	A	543	A	0.00	A
