# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-03-19 14:16:03 EDT       (nadww01)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01103010 MYSTIC RIVER AT ARLINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01103010
#    DD parameter   Description
#    01   00065     Gage height, feet
#    02   00060     Discharge, cubic feet per second
#    03   00055     Stream velocity, feet per second
#    06   00010     Temperature, water, degrees Celsius
#    07   00011     Temperature, water, degrees Fahrenheit
#
# Data-value qualification codes included in this output: 
#     P  Provisional data subject to revision.  
# 
agency_cd	site_no	datetime	tz_cd	01_00065	01_00065_cd	02_00060	02_00060_cd	03_00055	03_00055_cd	06_00010	06_00010_cd	07_00011	07_00011_cd
USGS	01103010	2015-12-14 08:15	EST	-1.07	P	-20	P	-0.11	P	7.9	P	45.7	P
USGS	01103010	2015-12-14 08:30	EST	-1.07	P	62	P	0.33	P	7.9	P	45.7	P
USGS	01103010	2015-12-14 08:45	EST	-1.07	P	35	P	0.19	P	7.9	P	45.7	P
USGS	01103010	2015-12-14 09:00	EST	-1.07	P	-48	P	-0.26	P	7.9	P	45.7	P
USGS	01103010	2015-12-14 09:15	EST	-1.07	P	-75	P	-0.40	P	7.8	P	45.8	P
USGS	01103010	2015-12-14 09:30	EST	-1.07	P	-6.4	P	-0.03	P	7.8	P	45.8	P
USGS	01103010	2015-12-14 09:45	EST	-1.07	P	-102	P	-0.55	P	7.8	P	45.8	P
USGS	01103010	2015-12-14 10:00	EST	-1.07	P	48	P	0.26	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 10:15	EST	-1.07	P	-75	P	-0.40	P	7.8	P	45.8	P
USGS	01103010	2015-12-14 10:30	EST	-1.07	P	-89	P	-0.48	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 10:45	EST	-1.07	P	-61	P	-0.33	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 11:00	EST	-1.06	P	-6.5	P	-0.03	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 11:15	EST	-1.06	P					7.9	P	45.9	P
USGS	01103010	2015-12-14 11:30	EST	-1.06	P					8.0	P	45.9	P
USGS	01103010	2015-12-14 11:45	EST	-1.05	P					7.9	P	45.9	P
USGS	01103010	2015-12-14 12:00	EST	-1.05	P					8.0	P	45.9	P
USGS	01103010	2015-12-14 12:15	EST	-1.05	P					8.0	P	45.9	P
USGS	01103010	2015-12-14 12:30	EST	-1.05	P					8.0	P	45.9	P
USGS	01103010	2015-12-14 12:45	EST	-1.04	P					8.0	P	46.0	P
USGS	01103010	2015-12-14 13:00	EST	-1.04	P					8.0	P	45.9	P
USGS	01103010	2015-12-14 14:15	EST	-1.03	P	21	P	0.11	P	8.0	P	46.0	P
USGS	01103010	2015-12-14 14:30	EST	-1.03	P	63	P	0.33	P	8.0	P	46.0	P
USGS	01103010	2015-12-14 14:45	EST	-1.02	P	-48	P	-0.26	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 15:00	EST	-1.02	P	-48	P	-0.26	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 15:15	EST	-1.02	P	-6.5	P	-0.03	P	8.0	P	46.0	P
USGS	01103010	2015-12-14 15:30	EST	-1.02	P	-90	P	-0.48	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 15:45	EST	-1.02	P	-90	P	-0.48	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 16:00	EST	-1.02	P	-104	P	-0.55	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 16:15	EST	-1.01	P	-104	P	-0.55	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 16:30	EST	-1.01	P	77	P	0.41	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 16:45	EST	-1.01	P	-159	P	-0.84	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 17:00	EST	-1.01	P	-48	P	-0.26	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 17:15	EST	-1.00	P	-160	P	-0.84	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 17:30	EST	-1.01	P	-48	P	-0.26	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 17:45	EST	-1.00	P	-104	P	-0.55	P	8.0	P	46.0	P
USGS	01103010	2015-12-14 18:00	EST	-1.01	P	35	P	0.19	P	8.0	P	46.0	P
USGS	01103010	2015-12-14 18:15	EST	-1.02	P	-20	P	-0.11	P	8.0	P	46.0	P
USGS	01103010	2015-12-14 18:30	EST	-1.03	P	-48	P	-0.26	P	8.1	P	46.1	P
USGS	01103010	2015-12-14 18:45	EST	-1.05	P	-6.5	P	-0.03	P	8.1	P	46.1	P
USGS	01103010	2015-12-14 19:00	EST	-1.07	P	-6.4	P	-0.03	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 19:15	EST	-1.09	P	-61	P	-0.33	P	8.0	P	45.9	P
USGS	01103010	2015-12-14 19:30	EST	-1.11	P	48	P	0.26	P	8.0	P	45.9	P
USGS	01103010	2015-12-14 19:45	EST	-1.13	P	-33	P	-0.18	P	7.9	P	45.9	P
USGS	01103010	2015-12-14 20:00	EST	-1.14	P	-6.3	P	-0.03	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 20:15	EST	-1.16	P	-47	P	-0.26	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 20:30	EST	-1.17	P	-113	P	-0.62	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 20:45	EST	-1.18	P	-6.3	P	-0.03	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 21:00	EST	-1.19	P	-73	P	-0.40	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 21:15	EST	-1.20	P	-20	P	-0.11	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 21:30	EST	-1.21	P	73	P	0.41	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 21:45	EST	-1.21	P	-33	P	-0.18	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 22:00	EST	-1.21	P	-20	P	-0.11	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 22:15	EST	-1.20	P	-73	P	-0.40	P	7.9	P	45.8	P
USGS	01103010	2015-12-14 22:30	EST	-1.20	P	-86	P	-0.48	P	7.9	P	45.9	P
USGS	01103010	2015-12-14 22:45	EST	-1.18	P	74	P	0.41	P	7.9	P	45.9	P
USGS	01103010	2015-12-14 23:00	EST	-1.17	P	-140	P	-0.77	P	8.0	P	45.9	P
USGS	01103010	2015-12-14 23:15	EST	-1.15	P	-47	P	-0.26	P	8.1	P	46.1	P
USGS	01103010	2015-12-14 23:30	EST	-1.13	P	-74	P	-0.40	P	8.1	P	46.0	P
USGS	01103010	2015-12-14 23:45	EST	-1.11	P	-47	P	-0.26	P	8.0	P	46.0	P
USGS	01103010	2015-12-15 00:00	EST	-1.09	P	-116	P	-0.62	P	8.1	P	46.0	P
USGS	01103010	2015-12-15 00:15	EST	-1.06	P	-158	P	-0.84	P	8.4	P	46.1	P
USGS	01103010	2015-12-15 00:30	EST	-1.04	P	-117	P	-0.62	P	8.3	P	46.1	P
USGS	01103010	2015-12-15 00:45	EST	-1.01	P	-159	P	-0.84	P	8.2	P	46.1	P
USGS	01103010	2015-12-15 01:00	EST	-0.99	P	-34	P	-0.18	P	8.1	P	46.1	P
USGS	01103010	2015-12-15 01:15	EST	-0.97	P	-105	P	-0.55	P	8.1	P	46.2	P
USGS	01103010	2015-12-15 01:30	EST	-0.96	P	-77	P	-0.40	P	8.1	P	46.2	P
USGS	01103010	2015-12-15 01:45	EST	-0.95	P	-35	P	-0.18	P	8.1	P	46.2	P
USGS	01103010	2015-12-15 02:00	EST	-0.94	P	64	P	0.33	P	8.1	P	46.2	P
USGS	01103010	2015-12-15 02:15	EST	-0.94	P	78	P	0.41	P	8.1	P	46.2	P
USGS	01103010	2015-12-15 02:30	EST	-0.94	P	-49	P	-0.26	P	8.1	P	46.2	P
USGS	01103010	2015-12-15 02:45	EST	-0.93	P	7.5	P	0.04	P	8.1	P	46.2	P
USGS	01103010	2015-12-15 03:00	EST	-0.93	P	-49	P	-0.26	P	8.1	P	46.3	P
USGS	01103010	2015-12-15 03:15	EST	-0.93	P	-21	P	-0.11	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 03:30	EST	-0.93	P	-21	P	-0.11	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 03:45	EST	-0.92	P	-21	P	-0.11	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 04:00	EST	-0.92	P	-49	P	-0.26	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 04:15	EST	-0.92	P	-35	P	-0.18	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 04:30	EST	-0.91	P	-64	P	-0.33	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 04:45	EST	-0.91	P	-6.7	P	-0.03	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 05:00	EST	-0.89	P	-6.7	P	-0.03	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 05:15	EST	-0.90	P	-64	P	-0.33	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 05:30	EST	-0.88	P	-121	P	-0.62	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 05:45	EST	-0.88	P	-50	P	-0.26	P	8.2	P	46.3	P
USGS	01103010	2015-12-15 06:00	EST	-0.88	P	-21	P	-0.11	P	8.2	P	46.4	P
USGS	01103010	2015-12-15 06:15	EST	-0.87	P	-79	P	-0.40	P	8.3	P	46.5	P
USGS	01103010	2015-12-15 06:30	EST	-0.87	P	-35	P	-0.18	P	8.4	P	46.6	P
USGS	01103010	2015-12-15 06:45	EST	-0.87	P	-64	P	-0.33	P	8.4	P	46.6	P
USGS	01103010	2015-12-15 07:00	EST	-0.86	P	-93	P	-0.48	P	8.4	P	46.6	P
USGS	01103010	2015-12-15 07:15	EST	-0.85	P	-6.8	P	-0.03	P	8.4	P	46.7	P
USGS	01103010	2015-12-15 07:30	EST	-0.86	P	-64	P	-0.33	P	8.5	P	46.8	P
USGS	01103010	2015-12-15 07:45	EST	-0.87	P	-6.8	P	-0.03	P	8.5	P	46.9	P
USGS	01103010	2015-12-15 08:00	EST	-0.87	P	-50	P	-0.26	P	8.5	P	47.0	P
USGS	01103010	2015-12-15 08:15	EST	-0.88	P	36	P	0.19	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 08:30	EST	-0.89	P	-78	P	-0.40	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 08:45	EST	-0.90	P	-35	P	-0.18	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 09:00	EST	-0.90	P	-49	P	-0.26	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 09:15	EST	-0.91	P	-92	P	-0.48	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 09:30	EST	-0.92	P	-35	P	-0.18	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 09:45	EST	-0.93	P	-77	P	-0.40	P	8.6	P	46.9	P
USGS	01103010	2015-12-15 10:00	EST	-0.94	P	-148	P	-0.77	P	8.6	P	46.9	P
USGS	01103010	2015-12-15 10:15	EST	-0.95	P	-91	P	-0.48	P	8.6	P	46.9	P
USGS	01103010	2015-12-15 10:30	EST	-0.94	P	7.5	P	0.04	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 10:45	EST	-0.94	P	-6.6	P	-0.03	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 11:00	EST	-0.95	P	-21	P	-0.11	P	8.6	P	47.1	P
USGS	01103010	2015-12-15 11:15	EST	-0.95	P	92	P	0.48	P	8.7	P	47.1	P
USGS	01103010	2015-12-15 11:30	EST	-0.98	P	7.4	P	0.04	P	8.7	P	47.2	P
USGS	01103010	2015-12-15 11:45	EST	-0.93	P	-35	P	-0.18	P	8.8	P	47.3	P
USGS	01103010	2015-12-15 12:00	EST	-0.93	P	36	P	0.19	P	8.8	P	47.4	P
USGS	01103010	2015-12-15 12:15	EST	-0.95	P	-21	P	-0.11	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 12:30	EST	-0.95	P	-6.6	P	-0.03	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 12:45	EST	-0.94	P	-35	P	-0.18	P	8.9	P	47.6	P
USGS	01103010	2015-12-15 13:00	EST	-0.95	P	-35	P	-0.18	P	8.9	P	47.6	P
USGS	01103010	2015-12-15 13:15	EST	-0.93	P	-77	P	-0.40	P	9.0	P	47.6	P
USGS	01103010	2015-12-15 13:30	EST	-0.95	P	50	P	0.26	P	9.1	P	47.5	P
USGS	01103010	2015-12-15 13:45	EST	-0.93	P	-6.7	P	-0.03	P	9.0	P	47.5	P
USGS	01103010	2015-12-15 14:00	EST	-0.92	P	64	P	0.33	P	8.9	P	47.4	P
USGS	01103010	2015-12-15 14:15	EST	-0.92	P	7.5	P	0.04	P	9.1	P	47.6	P
USGS	01103010	2015-12-15 14:30	EST	-0.92	P	-49	P	-0.26	P	9.0	P	47.5	P
USGS	01103010	2015-12-15 14:45	EST	-0.91	P	-49	P	-0.26	P	8.9	P	47.4	P
USGS	01103010	2015-12-15 15:00	EST	-0.89	P	-135	P	-0.70	P	8.9	P	47.4	P
USGS	01103010	2015-12-15 15:15	EST	-0.89	P	7.6	P	0.04	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 15:30	EST	-0.87	P	-122	P	-0.62	P	8.9	P	47.6	P
USGS	01103010	2015-12-15 15:45	EST	-0.86	P	80	P	0.41	P	8.9	P	47.5	P
USGS	01103010	2015-12-15 16:00	EST	-0.88	P	-121	P	-0.62	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 16:15	EST	-0.85	P	-79	P	-0.40	P	8.8	P	47.4	P
USGS	01103010	2015-12-15 16:30	EST	-0.85	P	-6.8	P	-0.03	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 16:45	EST	-0.84	P	22	P	0.11	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 17:00	EST	-0.85	P	-36	P	-0.18	P	8.8	P	47.4	P
USGS	01103010	2015-12-15 17:15	EST	-0.83	P	-21	P	-0.11	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 17:30	EST	-0.84	P	-65	P	-0.33	P	8.8	P	47.5	P
USGS	01103010	2015-12-15 17:45	EST	-0.83	P	-50	P	-0.26	P	8.8	P	47.6	P
USGS	01103010	2015-12-15 18:00	EST	-0.83	P	-65	P	-0.33	P	8.9	P	47.5	P
USGS	01103010	2015-12-15 18:15	EST	-0.83	P	-6.8	P	-0.03	P	8.8	P	47.2	P
USGS	01103010	2015-12-15 18:30	EST	-0.82	P	-79	P	-0.40	P	8.7	P	47.1	P
USGS	01103010	2015-12-15 18:45	EST	-0.83	P	-137	P	-0.70	P	8.6	P	47.1	P
USGS	01103010	2015-12-15 19:00	EST	-0.83	P	-50	P	-0.26	P	8.6	P	47.1	P
USGS	01103010	2015-12-15 19:15	EST	-0.83	P	51	P	0.26	P	8.6	P	47.1	P
USGS	01103010	2015-12-15 19:30	EST	-0.84	P	37	P	0.19	P	8.6	P	47.1	P
USGS	01103010	2015-12-15 19:45	EST	-0.84	P	-108	P	-0.55	P	8.6	P	47.0	P
USGS	01103010	2015-12-15 20:00	EST	-0.85	P	-6.8	P	-0.03	P	8.6	P	46.9	P
USGS	01103010	2015-12-15 20:15	EST	-0.86	P	-93	P	-0.48	P	8.5	P	46.7	P
USGS	01103010	2015-12-15 20:30	EST	-0.87	P	7.6	P	0.04	P	8.4	P	46.6	P
USGS	01103010	2015-12-15 20:45	EST	-0.87	P	7.6	P	0.04	P	8.4	P	46.6	P
USGS	01103010	2015-12-15 21:00	EST	-0.88	P	-35	P	-0.18	P	8.4	P	46.6	P
USGS	01103010	2015-12-15 21:15	EST	-0.90	P	107	P	0.55	P	8.3	P	46.5	P
USGS	01103010	2015-12-15 21:30	EST	-0.89	P	-6.7	P	-0.03	P	8.3	P	46.5	P
USGS	01103010	2015-12-15 21:45	EST	-0.90	P	-6.7	P	-0.03	P	8.2	P	46.5	P
USGS	01103010	2015-12-15 22:00	EST	-0.91	P	-78	P	-0.40	P	8.2	P	46.5	P
USGS	01103010	2015-12-15 22:15	EST	-0.92	P	-6.7	P	-0.03	P	8.2	P	46.4	P
USGS	01103010	2015-12-15 22:30	EST	-0.94	P	-21	P	-0.11	P	8.2	P	46.4	P
USGS	01103010	2015-12-15 22:45	EST	-0.94	P	-63	P	-0.33	P	8.2	P	46.4	P
USGS	01103010	2015-12-15 23:00	EST	-0.94	P	-6.6	P	-0.03	P	8.2	P	46.4	P
USGS	01103010	2015-12-15 23:15	EST	-0.95	P	64	P	0.33	P	8.2	P	46.4	P
USGS	01103010	2015-12-15 23:30	EST	-0.94	P	50	P	0.26	P	8.1	P	46.4	P
USGS	01103010	2015-12-15 23:45	EST	-0.95	P	-63	P	-0.33	P	8.1	P	46.3	P
USGS	01103010	2015-12-16 00:00	EST	-0.95	P	-21	P	-0.11	P	8.1	P	46.3	P
USGS	01103010	2015-12-16 00:15	EST	-0.95	P	36	P	0.19	P	8.1	P	46.3	P
USGS	01103010	2015-12-16 00:30	EST	-0.95	P	-21	P	-0.11	P	8.1	P	46.3	P
USGS	01103010	2015-12-16 00:45	EST	-0.94	P	-91	P	-0.48	P	8.1	P	46.2	P
USGS	01103010	2015-12-16 01:00	EST	-0.94	P	-106	P	-0.55	P	8.1	P	46.2	P
USGS	01103010	2015-12-16 01:15	EST	-0.94	P	-63	P	-0.33	P	8.1	P	46.2	P
USGS	01103010	2015-12-16 01:30	EST	-0.94	P	-6.6	P	-0.03	P	8.0	P	46.2	P
USGS	01103010	2015-12-16 01:45	EST	-0.94	P	-49	P	-0.26	P	8.0	P	46.1	P
USGS	01103010	2015-12-16 02:00	EST	-0.93	P	-77	P	-0.40	P	8.0	P	46.1	P
USGS	01103010	2015-12-16 02:15	EST	-0.92	P	-49	P	-0.26	P	8.0	P	46.1	P
USGS	01103010	2015-12-16 02:30	EST	-0.92	P	64	P	0.33	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 02:45	EST	-0.93	P	-6.7	P	-0.03	P	8.0	P	46.1	P
USGS	01103010	2015-12-16 03:00	EST	-0.92	P	-78	P	-0.40	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 03:15	EST	-0.91	P	36	P	0.19	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 03:30	EST	-0.91	P	93	P	0.48	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 03:45	EST	-0.91	P	7.5	P	0.04	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 04:00	EST	-0.90	P	50	P	0.26	P	7.9	P	46.0	P
USGS	01103010	2015-12-16 04:15	EST	-0.90	P	-35	P	-0.18	P	7.9	P	46.0	P
USGS	01103010	2015-12-16 04:30	EST	-0.89	P	-6.7	P	-0.03	P	7.9	P	46.0	P
USGS	01103010	2015-12-16 04:45	EST	-0.89	P	-6.7	P	-0.03	P	7.9	P	46.0	P
USGS	01103010	2015-12-16 05:00	EST	-0.89	P	-78	P	-0.40	P	7.9	P	46.0	P
USGS	01103010	2015-12-16 05:15	EST	-0.88	P	-35	P	-0.18	P	7.9	P	45.9	P
USGS	01103010	2015-12-16 05:30	EST	-0.88	P	-107	P	-0.55	P	7.9	P	45.9	P
USGS	01103010	2015-12-16 05:45	EST	-0.87	P	-35	P	-0.18	P	7.9	P	45.9	P
USGS	01103010	2015-12-16 06:00	EST	-0.87	P	36	P	0.19	P	7.9	P	45.9	P
USGS	01103010	2015-12-16 06:15	EST	-0.87	P	-150	P	-0.77	P	7.8	P	45.8	P
USGS	01103010	2015-12-16 06:30	EST	-0.87	P	-50	P	-0.26	P	7.8	P	45.8	P
USGS	01103010	2015-12-16 06:45	EST	-0.86	P	-50	P	-0.26	P	7.8	P	45.8	P
USGS	01103010	2015-12-16 07:00	EST	-0.86	P	-122	P	-0.62	P	7.8	P	45.8	P
USGS	01103010	2015-12-16 07:30	EST	-0.86	P								
USGS	01103010	2015-12-16 07:45	EST	-0.87	P								
USGS	01103010	2015-12-16 08:00	EST	-0.87	P								
USGS	01103010	2015-12-16 08:15	EST	-0.88	P								
USGS	01103010	2015-12-16 08:30	EST	-0.88	P								
USGS	01103010	2015-12-16 08:45	EST	-0.89	P								
USGS	01103010	2015-12-16 09:00	EST	-0.89	P								
USGS	01103010	2015-12-16 09:15	EST	-0.90	P	36	P	0.19	P	7.7	P	45.6	P
USGS	01103010	2015-12-16 09:30	EST	-0.90	P	36	P	0.19	P	7.7	P	45.6	P
USGS	01103010	2015-12-16 09:45	EST	-0.91	P	-64	P	-0.33	P	7.7	P	45.7	P
USGS	01103010	2015-12-16 10:00	EST	-0.91	P	-21	P	-0.11	P	7.7	P	45.7	P
USGS	01103010	2015-12-16 10:15	EST	-0.92	P	79	P	0.41	P	7.7	P	45.7	P
USGS	01103010	2015-12-16 10:30	EST	-0.92	P	-35	P	-0.18	P	7.8	P	45.7	P
USGS	01103010	2015-12-16 10:45	EST	-0.92	P	-35	P	-0.18	P	7.8	P	45.8	P
USGS	01103010	2015-12-16 11:00	EST	-0.92	P	-6.7	P	-0.03	P	7.8	P	45.8	P
USGS	01103010	2015-12-16 11:15	EST	-0.92	P	-92	P	-0.48	P	7.8	P	45.9	P
USGS	01103010	2015-12-16 11:30	EST	-0.92	P	22	P	0.11	P	7.8	P	46.0	P
USGS	01103010	2015-12-16 11:45	EST	-0.92	P	-78	P	-0.40	P	7.9	P	46.0	P
USGS	01103010	2015-12-16 12:00	EST	-0.92	P	93	P	0.48	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 12:15	EST	-0.91	P	-21	P	-0.11	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 12:30	EST	-0.91	P	-106	P	-0.55	P	7.9	P	46.1	P
USGS	01103010	2015-12-16 12:45	EST	-0.91	P	-21	P	-0.11	P	8.0	P	46.2	P
USGS	01103010	2015-12-16 13:00	EST	-0.90	P	79	P	0.41	P	8.1	P	46.2	P
USGS	01103010	2015-12-16 13:15	EST	-0.90	P	-21	P	-0.11	P	8.0	P	46.1	P
USGS	01103010	2015-12-16 13:30	EST	-0.89	P	36	P	0.19	P	8.1	P	46.2	P
USGS	01103010	2015-12-16 13:45	EST	-0.88	P	-6.7	P	-0.03	P	8.1	P	46.3	P
USGS	01103010	2015-12-16 14:00	EST	-0.87	P	-79	P	-0.40	P	8.1	P	46.3	P
USGS	01103010	2015-12-16 14:15	EST	-0.87	P	-35	P	-0.18	P	8.1	P	46.4	P
USGS	01103010	2015-12-16 14:30	EST	-0.87	P	22	P	0.11	P	8.1	P	46.4	P
USGS	01103010	2015-12-16 14:45	EST	-0.87	P	51	P	0.26	P	8.2	P	46.4	P
USGS	01103010	2015-12-16 15:00	EST	-0.86	P	-64	P	-0.33	P	8.1	P	46.4	P
USGS	01103010	2015-12-16 15:15	EST	-0.86	P	-6.8	P	-0.03	P	8.2	P	46.4	P
USGS	01103010	2015-12-16 15:30	EST	-0.86	P	22	P	0.11	P	8.2	P	46.4	P
USGS	01103010	2015-12-16 15:45	EST	-0.86	P	-64	P	-0.33	P	8.2	P	46.4	P
USGS	01103010	2015-12-16 16:00	EST	-0.85	P	-21	P	-0.11	P	8.1	P	46.3	P
USGS	01103010	2015-12-16 16:15	EST	-0.85	P	7.6	P	0.04	P	8.2	P	46.3	P
USGS	01103010	2015-12-16 16:30	EST	-0.85	P	-151	P	-0.77	P	8.1	P	46.2	P
USGS	01103010	2015-12-16 16:45	EST	-0.85	P	-122	P	-0.62	P	8.1	P	46.2	P
USGS	01103010	2015-12-16 17:00	EST	-0.84	P	7.7	P	0.04	P	8.1	P	46.1	P
USGS	01103010	2015-12-16 17:15	EST	-0.84	P	-137	P	-0.70	P	8.1	P	46.0	P
USGS	01103010	2015-12-16 17:30	EST	-0.84	P	-79	P	-0.40	P	8.1	P	46.0	P
USGS	01103010	2015-12-16 17:45	EST	-0.84	P	7.7	P	0.04	P	8.1	P	45.9	P
USGS	01103010	2015-12-16 18:00	EST	-0.84	P	22	P	0.11	P	8.1	P	45.8	P
USGS	01103010	2015-12-16 18:15	EST	-0.84	P	-65	P	-0.33	P	8.0	P	45.8	P
USGS	01103010	2015-12-16 18:30	EST	-0.83	P	37	P	0.19	P	8.0	P	45.8	P
USGS	01103010	2015-12-16 18:45	EST	-0.83	P	-79	P	-0.40	P	8.0	P	45.7	P
USGS	01103010	2015-12-16 19:00	EST	-0.83	P	-6.8	P	-0.03	P	7.9	P	45.6	P
USGS	01103010	2015-12-16 19:15	EST	-0.83	P	-6.8	P	-0.03	P	7.9	P	45.6	P
USGS	01103010	2015-12-16 19:30	EST	-0.82	P	-6.8	P	-0.03	P	7.9	P	45.6	P
USGS	01103010	2015-12-16 19:45	EST	-0.83	P	-123	P	-0.62	P	7.8	P	45.6	P
USGS	01103010	2015-12-16 20:00	EST	-0.83	P	22	P	0.11	P	7.8	P	45.5	P
USGS	01103010	2015-12-16 20:15	EST	-0.84	P	-36	P	-0.18	P	7.7	P	45.4	P
USGS	01103010	2015-12-16 20:30	EST	-0.85	P	22	P	0.11	P	7.7	P	45.4	P
USGS	01103010	2015-12-16 20:45	EST	-0.85	P	51	P	0.26	P	7.7	P	45.4	P
USGS	01103010	2015-12-16 21:00	EST	-0.86	P	-50	P	-0.26	P	7.7	P	45.5	P
USGS	01103010	2015-12-16 21:15	EST	-0.87	P	-136	P	-0.70	P	7.6	P	45.5	P
USGS	01103010	2015-12-16 21:30	EST	-0.87	P	-107	P	-0.55	P	7.6	P	45.5	P
USGS	01103010	2015-12-16 21:45	EST	-0.88	P	-50	P	-0.26	P	7.6	P	45.5	P
USGS	01103010	2015-12-16 22:00	EST	-0.89	P	50	P	0.26	P	7.7	P	45.6	P
USGS	01103010	2015-12-16 22:15	EST	-0.90	P	79	P	0.41	P	7.6	P	45.6	P
USGS	01103010	2015-12-16 22:30	EST	-0.91	P	-6.7	P	-0.03	P	7.6	P	45.6	P
USGS	01103010	2015-12-16 22:45	EST	-0.92	P	-49	P	-0.26	P	7.7	P	45.6	P
USGS	01103010	2015-12-16 23:00	EST	-0.93	P	-35	P	-0.18	P	7.7	P	45.6	P
USGS	01103010	2015-12-16 23:15	EST	-0.94	P	-6.6	P	-0.03	P	7.7	P	45.6	P
USGS	01103010	2015-12-16 23:30	EST	-0.94	P	-77	P	-0.40	P	7.7	P	45.6	P
USGS	01103010	2015-12-16 23:45	EST	-0.95	P	-63	P	-0.33	P	7.7	P	45.6	P
USGS	01103010	2015-12-17 00:00	EST	-0.96	P	134	P	0.70	P	7.7	P	45.6	P
USGS	01103010	2015-12-17 00:15	EST	-0.96	P	-6.6	P	-0.03	P	7.7	P	45.6	P
USGS	01103010	2015-12-17 00:30	EST	-0.96	P	64	P	0.33	P	7.7	P	45.6	P
USGS	01103010	2015-12-17 00:45	EST	-0.96	P	-6.6	P	-0.03	P	7.7	P	45.6	P
USGS	01103010	2015-12-17 01:00	EST	-0.96	P	22	P	0.11	P	7.7	P	45.5	P
USGS	01103010	2015-12-17 01:15	EST	-0.96	P	-49	P	-0.26	P	7.6	P	45.5	P
USGS	01103010	2015-12-17 01:30	EST	-0.96	P	36	P	0.19	P	7.6	P	45.5	P
USGS	01103010	2015-12-17 01:45	EST	-0.95	P	92	P	0.48	P	7.6	P	45.4	P
