# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:46:54 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104415 CAMBRIDGE RES., UNNAMED TRIB 2, NR LEXINGTON, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104415
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd
USGS	01104415	2010-02-06	0.36	A	1.5	A	0.0	A	0.8	A	2130	A	2020	A	2060	A
USGS	01104415	2010-02-07	0.32	A	1.5	A	-0.3	A	0.4	A	2310	A	2100	A	2160	A
USGS	01104415	2010-02-08	0.28	A	2.0	A	0.0	A	0.9	A	2190	A	2110	A	2150	A
USGS	01104415	2010-02-09	0.27	A	2.8	A	0.2	A	1.4	A	2210	A	2090	A	2150	A
USGS	01104415	2010-02-10	0.29	A	2.5	A	1.5	A	1.9	A	3160	A	2060	A	2320	A
USGS	01104415	2010-02-11	0.26	A	3.9	A	1.1	A	2.1	A	3130	A	2630	A	2860	A
USGS	01104415	2010-02-12	0.24	A	3.1	A	0.5	A	1.5	A	2630	A	2310	A	2440	A
USGS	01104415	2010-02-13	0.23	A	2.8	A	0.2	A	1.4	A	2420	A	2260	A	2340	A
USGS	01104415	2010-02-14	0.21	A	4.0	A	0.7	A	2.1	A	2390	A	2280	A	2340	A
USGS	01104415	2010-02-15	0.21	A	3.6	A	1.6	A	2.3	A	2380	A	2270	A	2330	A
USGS	01104415	2010-02-16	0.24	A	1.8	A	0.5	A	1.3	A	4510	A	2210	A	2990	A
USGS	01104415	2010-02-17	0.26	A	2.6	A	0.5	A	1.6	A	7440	A	3840	A	4980	A
USGS	01104415	2010-02-18	0.30	A	5.2	A	1.8	A	3.0	A	5070	A	2950	A	3770	A
USGS	01104415	2010-02-19	0.25	A	4.9	A	1.5	A	2.8	A	3190	A	2580	A	2830	A
USGS	01104415	2010-02-20	0.26	A	5.8	A	1.4	A	3.1	A	2720	A	2200	A	2510	A
USGS	01104415	2010-02-21	0.22	A	4.9	A	1.3	A	2.7	A	2440	A	2280	A	2370	A
USGS	01104415	2010-02-22	0.21	A	5.8	A	0.9	A	2.9	A	2410	A	2210	A	2330	A
USGS	01104415	2010-02-23	0.20	A	3.8	A	2.1	A	3.0	A	2330	A	1970	A	2290	A
USGS	01104415	2010-02-24	8.9	A	2.8	A	0.1	A	1.1	A	8670	A	515	A	2140	A
USGS	01104415	2010-02-25	10	A	3.6	A	1.6	A	2.8	A	1440	A	282	A	929	A
USGS	01104415	2010-02-26	6.2	A	3.9	A	2.1	A	3.0	A	1340	A	341	A	999	A
USGS	01104415	2010-02-27	2.0	A	4.6	A	2.9	A	3.6	A	1450	A	1270	A	1360	A
USGS	01104415	2010-02-28	1.5	A	4.4	A	2.5	A	3.4	A	1500	A	1400	A	1450	A
USGS	01104415	2010-03-01	1.9	A	4.9	A	2.2	A	3.5	A	7340	A	1390	A	2400	A
USGS	01104415	2010-03-02	1.3	A	6.7	A	3.3	A	4.6	A	1560	A	1450	A	1510	A
USGS	01104415	2010-03-03	1.1	A	4.2	A	3.2	A	3.6	A	1700	A	1510	A	1570	A
USGS	01104415	2010-03-04	1.00	A	4.7	A	3.1	A	3.8	A	1660	A	1550	A	1600	A
USGS	01104415	2010-03-05	0.81	A	5.9	A	2.8	A	4.1	A	1680	A	1560	A	1610	A
USGS	01104415	2010-03-06	0.68	A	7.4	A	1.9	A	4.2	A	1720	A	1530	A	1650	A
USGS	01104415	2010-03-07	0.61	A	8.0	A	2.4	A	4.9	A	1740	A	1550	A	1690	A
USGS	01104415	2010-03-08	0.57	A	8.7	A	3.3	A	5.6	A	1750	A	1650	A	1700	A
USGS	01104415	2010-03-09	0.48	A	8.0	A	3.5	A	5.2	A	1780	A	1670	A	1730	A
USGS	01104415	2010-03-10	0.44	A	7.9	A	2.1	A	4.7	A	1810	A	1710	A	1760	A
USGS	01104415	2010-03-11	0.45	A	6.4	A	3.5	A	4.9	A	2220	A	1460	A	1820	A
USGS	01104415	2010-03-12	0.39	A	6.8	A	4.3	A	5.4	A	1880	A	1720	A	1770	A
USGS	01104415	2010-03-13	2.9	A	5.1	A	3.3	A	4.2	A	2220	A	471	A	1510	A
USGS	01104415	2010-03-14	45	A	5.3	A	3.3	A	4.4	A	480	A	162	A	308	A
USGS	01104415	2010-03-15	50	A:e	4.5	A	3.1	A	4.1	A	835	A	415	A	555	A
USGS	01104415	2010-03-16	12	A:e	7.6	A	3.9	A	5.4	A	1300	A	824	A	1090	A
USGS	01104415	2010-03-17	5.5	A:e	8.7	A	4.1	A	6.1	A	1480	A	1040	A	1300	A
USGS	01104415	2010-03-18	2.7	A:e	7.2	A	5.3	A	6.4	A						
USGS	01104415	2010-03-19	1.7	A	9.1	A	6.1	A	7.3	A						
USGS	01104415	2010-03-20	1.3	A	10.4	A	6.0	A	8.0	A						
USGS	01104415	2010-03-21	1.1	A	10.0	A	6.6	A	7.9	A						
USGS	01104415	2010-03-22	1.0	A	7.3	A	6.5	A	6.9	A	1850	A	1550	A	1590	A
USGS	01104415	2010-03-23	6.8	A	6.7	A	5.3	A	6.2	A	2270	A	409	A	752	A
USGS	01104415	2010-03-24	2.6	A	8.7	A	5.5	A	6.8	A	1170	A	777	A	1010	A
USGS	01104415	2010-03-25	1.7	A	9.8	A	4.7	A	7.1	A	1280	A	1150	A	1220	A
USGS	01104415	2010-03-26	1.7	A	7.5	A	4.0	A	6.3	A	1410	A	1050	A	1240	A
USGS	01104415	2010-03-27	1.3	A	8.1	A	3.0	A	5.1	A	1450	A	1330	A	1390	A
USGS	01104415	2010-03-28	1.1	A	8.7	A	3.7	A	6.0	A	1490	A	1380	A	1440	A
USGS	01104415	2010-03-29	6.1	A	9.6	A	6.3	A	7.9	A	1560	A	283	A	898	A
USGS	01104415	2010-03-30	24	A	8.2	A	7.0	A	7.4	A	682	A	115	A	363	A
USGS	01104415	2010-03-31	23	A	7.9	A	7.1	A	7.5	A	1010	A	322	A	736	A
USGS	01104415	2010-04-01	4.5	A	10.3	A	7.1	A	8.2	A	1090	A	979	A	1020	A
USGS	01104415	2010-04-02	3.1	A	12.3	A	6.6	A	9.0	A	1180	A	1070	A	1110	A
USGS	01104415	2010-04-03	2.3	A	13.3	A	7.6	A	10.0	A	1240	A	1140	A	1190	A
USGS	01104415	2010-04-04	2.0	A	13.6	A	8.4	A	10.5	A	1300	A	1210	A	1250	A
USGS	01104415	2010-04-05	1.7	A	13.1	A	7.9	A	10.2	A	1360	A	1270	A	1310	A
USGS	01104415	2010-04-06	1.4	A	15.1	A	8.5	A	9.7	A	1490	A	1320	A	1380	A
USGS	01104415	2010-04-07	1.2	A	15.2	A	8.2	A	11.5	A	1520	A	1360	A	1430	A
USGS	01104415	2010-04-08	1.0	A	14.2	A	10.2	A	11.7	A	1550	A	1420	A	1480	A
USGS	01104415	2010-04-09	3.0	A	11.1	A	9.0	A	10.2	A	2110	A	448	A	1180	A
USGS	01104415	2010-04-10	1.7	A	12.1	A	7.7	A	9.4	A	1280	A	644	A	1080	A
USGS	01104415	2010-04-11	1.3	A	13.7	A	8.1	A	10.3	A	1410	A	1230	A	1320	A
USGS	01104415	2010-04-12	1.1	A	12.0	A	7.7	A	9.7	A	1470	A	1370	A	1420	A
USGS	01104415	2010-04-13	0.98	A	12.2	A	6.6	A	9.2	A	1540	A	1450	A	1490	A
USGS	01104415	2010-04-14	0.91	A	13.3	A	6.9	A	9.8	A	1580	A	1500	A	1530	A
USGS	01104415	2010-04-15	0.76	A	13.3	A	7.5	A	9.9	A	1630	A	1540	A	1590	A
USGS	01104415	2010-04-16	1.2	A	8.8	A	7.4	A	8.0	A	2130	A	948	A	1340	A
USGS	01104415	2010-04-17	1.4	A	8.3	A	7.2	A	7.6	A	1250	A	751	A	1060	A
USGS	01104415	2010-04-18	0.97	A	10.6	A	7.3	A	8.7	A	1480	A	1100	A	1300	A
USGS	01104415	2010-04-19	0.77	A	11.5	A	6.9	A	9.2	A	1480	A	1320	A	1410	A
USGS	01104415	2010-04-20	0.69	A	13.2	A	7.6	A	10.2	A	1570	A	1450	A	1520	A
USGS	01104415	2010-04-21	0.62	A	13.2	A	7.7	A	10.5	A	1630	A	1540	A	1580	A
USGS	01104415	2010-04-22	0.58	A	14.6	A	9.2	A	11.6	A	1670	A	1550	A	1630	A
USGS	01104415	2010-04-23	0.54	A	13.7	A	9.4	A	11.1	A	1710	A	1660	A	1680	A
USGS	01104415	2010-04-24	0.47	A	14.3	A	7.8	A	10.8	A	1740	A	1690	A	1720	A
USGS	01104415	2010-04-25	0.47	A	13.8	A	9.5	A	11.4	A	1770	A	1710	A	1750	A
USGS	01104415	2010-04-26	0.45	A	13.5	A	10.0	A	11.3	A	1800	A	1750	A	1780	A
USGS	01104415	2010-04-27	0.57	A	10.5	A	7.8	A	9.7	A	2580	A	1270	A	1760	A
USGS	01104415	2010-04-28	0.47	A	8.9	A	6.6	A	7.8	A	1710	A	1270	A	1550	A
USGS	01104415	2010-04-29	0.40	A	11.9	A	6.7	A	9.0	A	1780	A	1660	A	1720	A
USGS	01104415	2010-04-30	0.36	A	13.9	A	7.1	A	10.4	A	1860	A	1730	A	1800	A
USGS	01104415	2010-05-01	0.34	A	15.8	A	10.0	A	12.7	A	1900	A	1840	A	1860	A
USGS	01104415	2010-05-02	0.31	A	17.3	A	11.7	A	14.4	A	1940	A	1820	A	1910	A
USGS	01104415	2010-05-03	0.31	A	17.0	A	13.8	A	15.2	A	2010	A	1920	A	1980	A
USGS	01104415	2010-05-04	0.27	A	16.8	A	12.3	A	14.4	A	2020	A	1960	A	2000	A
USGS	01104415	2010-05-05	0.25	A	15.9	A	11.8	A	13.9	A	2080	A	2000	A	2040	A
USGS	01104415	2010-05-06	0.23	A	15.4	A	12.3	A	13.7	A	2160	A	2040	A	2100	A
USGS	01104415	2010-05-07	0.21	A	14.2	A	11.1	A	12.7	A	2170	A	2090	A	2130	A
USGS	01104415	2010-05-08	2.0	A	13.5	A	11.5	A	12.5	A	2440	A	352	A	1140	A
USGS	01104415	2010-05-09	0.41	A	12.0	A	9.4	A	10.7	A	1650	A	973	A	1400	A
USGS	01104415	2010-05-10	0.27	A	11.7	A	8.4	A	10	A	1840	A	1630	A	1740	A
USGS	01104415	2010-05-11	0.24	A	11.8	A	7.7	A	9.8	A	1940	A	1830	A	1890	A
USGS	01104415	2010-05-12	0.24	A	10.4	A	9.1	A	9.9	A	1990	A	1850	A	1950	A
USGS	01104415	2010-05-13	0.22	A	12.5	A	8.2	A	10.5	A	2060	A	1930	A	2020	A
USGS	01104415	2010-05-14	0.34	A	13.7	A	10.7	A	11.8	A	2720	A	1180	A	1990	A
USGS	01104415	2010-05-15	0.28	A	14.4	A	11.8	A	13.1	A	2720	A	1400	A	1700	A
USGS	01104415	2010-05-16	0.20	A	14.2	A	11.3	A	12.7	A	2040	A	1830	A	1950	A
USGS	01104415	2010-05-17	0.18	A	13.7	A	10.3	A	12.2	A	2170	A	2010	A	2100	A
USGS	01104415	2010-05-18	0.95	A	12.6	A	11.2	A	11.9	A	2220	A	240	A	2030	A
USGS	01104415	2010-05-19	2.9	A	12.1	A	11.0	A	11.7	A	1060	A	189	A	703	A
USGS	01104415	2010-05-20	0.51	A	16.1	A	11.3	A	13.7	A	1510	A	991	A	1280	A
USGS	01104415	2010-05-21	0.33	A	15.3	A	12.6	A	13.9	A	1690	A	1510	A	1620	A
USGS	01104415	2010-05-22	0.28	A	15.3	A	11.7	A	13.6	A	1810	A	1690	A	1760	A
USGS	01104415	2010-05-23	0.26	A	15.7	A	13.2	A	14.3	A	1910	A	1800	A	1850	A
USGS	01104415	2010-05-24	0.23	A	16.8	A	12.9	A	14.9	A	2000	A	1890	A	1950	A
USGS	01104415	2010-05-25	0.21	A	17.8	A	14.3	A	16.1	A	2090	A	1960	A	2040	A
USGS	01104415	2010-05-26	0.20	A	18.9	A	15.3	A	17.1	A	2210	A	2040	A	2130	A
USGS	01104415	2010-05-27	0.27	A	16.8	A	14.8	A	15.8	A	2650	A	1660	A	1900	A
USGS	01104415	2010-05-28	0.16	A	15.6	A	13.5	A	14.6	A	2170	A	1880	A	2030	A
USGS	01104415	2010-05-29	0.47	A	19.7	A	13.6	A	15.6	A	2320	A	881	A	1820	A
USGS	01104415	2010-05-30	0.18	A	17.1	A	15.4	A	16.2	A	1920	A	1120	A	1600	A
USGS	01104415	2010-05-31	0.14	A	15.9	A	14.3	A	15.1	A	2190	A	1910	A	2040	A
USGS	01104415	2010-06-01	1.7	A	24.4	A	14.4	A	18.0	A	2200	A	172	A	1110	A
USGS	01104415	2010-06-02	0.30	A	18.7	A	16.5	A	17.5	A	1790	A	1030	A	1510	A
USGS	01104415	2010-06-03	0.27	A	18.5	A	15.9	A	17.1	A	2360	A	1680	A	1930	A
USGS	01104415	2010-06-04	0.19	A	18.4	A	16.3	A	17.2	A	2020	A	1540	A	1790	A
USGS	01104415	2010-06-05	0.90	A	20.2	A	16.7	A	18.9	A	2030	A	367	A	1130	A
USGS	01104415	2010-06-06	1.5	A	21.9	A	17.1	A	18.5	A	1740	A	211	A	1220	A
USGS	01104415	2010-06-07	0.36	A	17.9	A	14.8	A	16.5	A	1580	A	746	A	1240	A
USGS	01104415	2010-06-08	0.22	A	15.4	A	13.5	A	14.6	A	1910	A	1570	A	1770	A
USGS	01104415	2010-06-09	0.19	A	15.0	A	12.7	A	13.9	A	2100	A	1860	A	2010	A
USGS	01104415	2010-06-10	0.28	A	13.9	A	13.4	A	13.6	A	2100	A	1560	A	1930	A
USGS	01104415	2010-06-11	0.22	A	14.6	A	13.3	A	13.9	A	1970	A	1690	A	1800	A
USGS	01104415	2010-06-12	0.50	A	16.2	A	13.6	A	14.8	A	2830	A	735	A	1650	A
USGS	01104415	2010-06-13	0.29	A	15.6	A	14.5	A	15.1	A	1690	A	897	A	1340	A
USGS	01104415	2010-06-14	0.22	A	15.9	A	14.2	A	15.1	A	2020	A	1690	A	1870	A
USGS	01104415	2010-06-15	0.17	A	16.4	A	14.0	A	15.2	A	2230	A	2020	A	2130	A
USGS	01104415	2010-06-16	0.16	A	15.5	A	13.4	A	14.5	A	2440	A	1980	A	2240	A
USGS	01104415	2010-06-17	0.17	A	15.8	A	14.5	A	15.2	A	2280	A	1980	A	2230	A
USGS	01104415	2010-06-18	0.14	A	16.9	A	13.8	A	15.5	A	2310	A	2190	A	2270	A
USGS	01104415	2010-06-19	0.12	A	17.5	A	14.9	A	16.3	A	2390	A	2310	A	2350	A
USGS	01104415	2010-06-20	0.12	A	18.0	A	15.9	A	17.0	A	2460	A	2360	A	2420	A
USGS	01104415	2010-06-21	0.11	A	18.1	A	16.2	A	17.2	A	2450	A	2330	A	2390	A
USGS	01104415	2010-06-22	0.09	A	17.4	A	15.5	A	16.5	A	2410	A	2260	A	2350	A
USGS	01104415	2010-06-23	0.17	A	18.6	A	16.1	A	17.6	A	2980	A	1920	A	2190	A
USGS	01104415	2010-06-24	0.20	A	22.5	A	16.5	A	18.4	A	2610	A	1260	A	2010	A
USGS	01104415	2010-06-25	0.09	A	18.7	A	16.8	A	17.7	A	1930	A	1740	A	1800	A
USGS	01104415	2010-06-26	0.07	A	18.2	A	16.2	A	17.1	A	2090	A	1910	A	2040	A
USGS	01104415	2010-06-27	0.06	A	18.0	A	16.0	A	17.1	A	2280	A	2080	A	2210	A
USGS	01104415	2010-06-28	0.06	A	20.1	A	16.5	A	18.3	A	2440	A	2120	A	2320	A
USGS	01104415	2010-06-29	0.05	A	19.8	A	17.5	A	18.4	A	2410	A	2190	A	2320	A
USGS	01104415	2010-06-30	0.03	A	17.6	A	15.2	A	16.3	A	2330	A	1850	A	2230	A
USGS	01104415	2010-07-01	0.03	A	15.9	A	14.0	A	15.0	A	2330	A	1680	A	2200	A
USGS	01104415	2010-07-02	0.03	A	16.2	A	13.7	A	15.1	A	2310	A	1750	A	2210	A
USGS	01104415	2010-07-03	0.03	A	17.0	A	14.4	A	15.8	A	2330	A	1850	A	2160	A
USGS	01104415	2010-07-04	0.03	A	18.8	A	15.5	A	17.0	A	2510	A	2020	A	2290	A
USGS	01104415	2010-07-05	0.02	A	19.5	A	16.2	A	17.9	A	2200	A	1910	A	2100	A
USGS	01104415	2010-07-06	0.02	A	21.5	A	17.2	A	19.2	A	2120	A	1940	A	2060	A
USGS	01104415	2010-07-07	0.02	A	21.6	A	17.9	A	19.7	A	2060	A	1940	A	2000	A
USGS	01104415	2010-07-08	0.02	A	20.6	A	18.5	A	19.5	A	2020	A	1920	A	1970	A
USGS	01104415	2010-07-09	0.02	A	20.9	A	18.2	A	19.6	A	2040	A	1930	A	1980	A
USGS	01104415	2010-07-10	0.32	A	24.1	A	18.4	A	20.7	A	2770	A	538	A	1580	A
USGS	01104415	2010-07-11	0.04	A	21.1	A	19.1	A	20.1	A	1620	A	943	A	1430	A
USGS	01104415	2010-07-12	0.27	A	26.6	A	18.2	A	20.7	A	1890	A	692	A	1370	A
USGS	01104415	2010-07-13	0.04	A	21.5	A	19.9	A	20.6	A	1560	A	928	A	1350	A
USGS	01104415	2010-07-14	0.10	A	21.0	A	18.9	A	19.9	A	1820	A	1550	A	1670	A
USGS	01104415	2010-07-15	0.02	A	20.1	A	18.3	A	19.0	A	1780	A	1650	A	1710	A
USGS	01104415	2010-07-16	0.04	A	21.1	A	17.7	A	19.0	A	2070	A	1730	A	1880	A
USGS	01104415	2010-07-17	0.03	A	21.5	A	19.4	A	20.4	A	2010	A	1810	A	1950	A
USGS	01104415	2010-07-18	0.02	A	21.1	A	18.8	A	19.8	A	1970	A	1840	A	1900	A
USGS	01104415	2010-07-19	0.03	A	20.7	A	17.9	A	19.0	A	2130	A	1600	A	1870	A
USGS	01104415	2010-07-20	0.03	A	20.7	A	18.5	A	19.4	A	2080	A	1740	A	2010	A
USGS	01104415	2010-07-21	0.02	A	20.0	A	17.8	A	18.9	A	1930	A	1830	A	1890	A
USGS	01104415	2010-07-22	0.02	A	19.6	A	17.5	A	18.6	A	2230	A	1860	A	2000	A
USGS	01104415	2010-07-23	0.47	A	21.2	A	16.8	A	18.4	A	1970	A	279	A	1560	A
USGS	01104415	2010-07-24	0.06	A	20.4	A	18.9	A	19.6	A	1340	A	553	A	1010	A
USGS	01104415	2010-07-25	0.02	A	21.6	A	19.0	A	20.1	A	1630	A	1330	A	1530	A
USGS	01104415	2010-07-26	0.02	A	19.5	A	17.0	A	18.3	A	1730	A	1430	A	1600	A
USGS	01104415	2010-07-27	0.01	A	19.9	A	16.6	A	18.2	A	1730	A	1610	A	1680	A
USGS	01104415	2010-07-28	0.01	A	20.5	A	17.2	A	19.0	A	1760	A	1670	A	1710	A
USGS	01104415	2010-07-29	0.01	A	21.0	A	18.6	A	19.6	A	1770	A	1680	A	1720	A
USGS	01104415	2010-07-30	0.01	A	19.0	A	16.4	A	18.0	A	1730	A	1640	A	1690	A
USGS	01104415	2010-07-31	0.01	A	18.4	A	15.4	A	17.1	A	1710	A	1580	A	1670	A
USGS	01104415	2010-08-01	0.01	A:e	18.7	A	15.7	A	17.4	A	1730	A	1560	A	1670	A
USGS	01104415	2010-08-02	0.01	A:e	19.8	A	16.3	A	18.1	A	1730	A	1610	A	1680	A
USGS	01104415	2010-08-03	0.01	A:e	20.5	A	17.5	A	19.0	A	1750	A	1660	A	1700	A
USGS	01104415	2010-08-04	0.01	A	22.1	A	18.8	A	20.4	A	1780	A	1650	A	1710	A
USGS	01104415	2010-08-05	0.01	A	21.7	A	19.8	A	20.5	A	1800	A	1660	A	1710	A
USGS	01104415	2010-08-06	0.01	A	21.6	A	18.4	A	20.1	A	1770	A	1670	A	1710	A
USGS	01104415	2010-08-07	0.01	A	19.2	A	15.9	A	17.7	A	1700	A	1600	A	1640	A
USGS	01104415	2010-08-08	0.01	A	20.5	A	16.0	A	18.4	A	1690	A	1570	A	1630	A
USGS	01104415	2010-08-09	0.01	A	22.6	A	19.0	A	20.8	A	1750	A	1580	A	1690	A
USGS	01104415	2010-08-10	0.01	A	23.0	A	19.8	A	21.4	A	1740	A	1620	A	1680	A
USGS	01104415	2010-08-11	0.01	A	22.5	A	19.4	A	20.7	A	1730	A	1640	A	1670	A
USGS	01104415	2010-08-12	0.01	A	21.0	A	18.4	A	19.7	A	1680	A	1590	A	1630	A
USGS	01104415	2010-08-13	0.01	A	21.1	A	17.3	A	19.1	A	1660	A	1590	A	1630	A
USGS	01104415	2010-08-14	0.01	A	20.5	A	15.4	A	17.8	A						
USGS	01104415	2010-08-15	0.01	A	20.1	A	16.8	A	18.5	A						
USGS	01104415	2010-08-16	0.01	A	20.4	A	18.3	A	19.3	A						
USGS	01104415	2010-08-17	0.01	A												
USGS	01104415	2010-08-18	0.01	A												
USGS	01104415	2010-08-19	0.01	A												
USGS	01104415	2010-08-20	0.01	A												
USGS	01104415	2010-08-21	0.01	A												
USGS	01104415	2010-08-22	0.01	A												
USGS	01104415	2010-08-23	0.74	A												
USGS	01104415	2010-08-24	0.71	A	18.2	A	16.5	A	17.1	A	1510	A	174	A	799	A
USGS	01104415	2010-08-25	5.6	A	18.6	A	17.7	A	18.1	A	845	A	125	A	392	A
USGS	01104415	2010-08-26	0.26	A	19.5	A	17.4	A	18.3	A	1340	A	845	A	1130	A
USGS	01104415	2010-08-27	0.09	A	18.0	A	16.4	A	17.3	A	1530	A	1340	A	1440	A
USGS	01104415	2010-08-28	0.04	A	17.9	A	15.1	A	16.6	A	1700	A	1530	A	1620	A
USGS	01104415	2010-08-29	0.02	A	19.2	A	16.2	A	17.8	A	1790	A	1680	A	1740	A
USGS	01104415	2010-08-30	0.02	A	19.6	A	17.1	A	18.5	A	1870	A	1780	A	1830	A
USGS	01104415	2010-08-31	0.02	A	20.7	A	17.6	A	19.2	A	1990	A	1840	A	1930	A
USGS	01104415	2010-09-01	0.02	A	21.0	A	18.4	A	19.7	A	2070	A	1930	A	1990	A
USGS	01104415	2010-09-02	0.02	A	21.6	A	18.7	A	20.1	A	2150	A	1960	A	2040	A
USGS	01104415	2010-09-03	0.05	A	21.4	A	19.2	A	20.1	A	2370	A	1980	A	2100	A
USGS	01104415	2010-09-04	0.24	A	21.9	A	18.7	A	20.7	A	2170	A	564	A	998	A
USGS	01104415	2010-09-05	0.02	A	18.7	A	16.4	A	17.4	A	1500	A	1180	A	1400	A
USGS	01104415	2010-09-06	0.02	A	17.6	A	15.1	A	16.4	A	1700	A	1490	A	1610	A
USGS	01104415	2010-09-07	0.02	A	19.0	A	16.3	A	17.5	A	1900	A	1700	A	1790	A
USGS	01104415	2010-09-08	0.10	A	20.2	A	17.4	A	18.9	A	2130	A	1260	A	1740	A
USGS	01104415	2010-09-09	0.02	A	18.1	A	15.9	A	16.8	A	1580	A	1260	A	1430	A
USGS	01104415	2010-09-10	0.02	A	16.8	A	15.5	A	16.1	A	1920	A	1580	A	1720	A
USGS	01104415	2010-09-11	0.01	A	17.3	A	14.6	A	15.8	A	1800	A	1680	A	1740	A
USGS	01104415	2010-09-12	0.01	A	15.3	A	14.4	A	14.8	A	1920	A	1760	A	1820	A
USGS	01104415	2010-09-13	0.03	A	15.8	A	14.4	A	15.0	A	2410	A	1920	A	2010	A
USGS	01104415	2010-09-14	0.02	A	17.2	A	15.0	A	16.1	A	2410	A	1970	A	2160	A
USGS	01104415	2010-09-15	0.01	A	15.4	A	13.7	A	14.6	A	1990	A	1890	A	1940	A
USGS	01104415	2010-09-16	0.05	A	17.6	A	13.2	A	15.2	A	2340	A	1830	A	1940	A
USGS	01104415	2010-09-17	0.04	A	18.1	A	17.0	A	17.7	A	2330	A	1750	A	1960	A
USGS	01104415	2010-09-18	0.02	A	17.2	A	15.9	A	16.6	A	1750	A	1700	A	1720	A
USGS	01104415	2010-09-19	0.02	A	17.5	A	15.3	A	16.4	A	1780	A	1700	A	1740	A
USGS	01104415	2010-09-20	0.02	A	17.0	A	14.0	A	15.8	A	1920	A	1780	A	1840	A
USGS	01104415	2010-09-21	0.01	A	15.3	A	12.3	A	14.0	A	1940	A	1870	A	1910	A
USGS	01104415	2010-09-22	0.01	A	17.9	A	14.1	A	16.2	A	1900	A	1820	A	1860	A
USGS	01104415	2010-09-23	0.01	A	17.6	A	15.6	A	16.6	A	1850	A	1810	A	1830	A
USGS	01104415	2010-09-24	0.01	A	18.4	A	15.2	A	16.9	A	1880	A	1820	A	1850	A
USGS	01104415	2010-09-25	0.01	A	20.1	A	17.4	A	18.5	A	1890	A	1850	A	1870	A
USGS	01104415	2010-09-26	0.01	A	17.4	A	15.1	A	16.1	A	1880	A	1840	A	1850	A
USGS	01104415	2010-09-27	0.01	A	15.6	A	14.8	A	15.2	A	1840	A	1830	A	1830	A
USGS	01104415	2010-09-28	0.75	A	21.2	A	15.1	A	17.4	A	1870	A	227	A	1420	A
USGS	01104415	2010-09-29	0.05	A	19.6	A	18.2	A	18.9	A	1360	A	615	A	1050	A
USGS	01104415	2010-09-30	0.02	A	19.8	A	17.5	A	18.5	A	1660	A	1360	A	1560	A
USGS	01104415	2010-10-01	1.2	A	20.2	A	17.1	A	19.1	A	1780	A	135	A	1140	A
USGS	01104415	2010-10-02	0.21	A	17.1	A	14.1	A	15.9	A	1160	A	311	A	802	A
USGS	01104415	2010-10-03	0.04	A	14.1	A	12.1	A	12.8	A	1530	A	1160	A	1340	A
USGS	01104415	2010-10-04	0.15	A	13.2	A	12.6	A	12.9	A	1650	A	1040	A	1300	A
USGS	01104415	2010-10-05	0.04	A	13.6	A	12.9	A	13.2	A	1520	A	1100	A	1300	A
USGS	01104415	2010-10-06	2.4	A	14.7	A	13.5	A	14.1	A	1650	A	121	A	838	A
USGS	01104415	2010-10-07	0.31	A	14.3	A	13.1	A	13.6	A	1460	A	672	A	1130	A
USGS	01104415	2010-10-08	0.14	A	14.5	A	12.1	A	13.4	A	1820	A	1460	A	1690	A
USGS	01104415	2010-10-09	0.11	A	13.7	A	11.7	A	12.9	A	2050	A	1790	A	1950	A
USGS	01104415	2010-10-10	0.09	A	12.3	A	10.3	A	11.5	A	2140	A	1970	A	2080	A
USGS	01104415	2010-10-11	0.07	A	13.0	A	10.7	A	11.9	A	2170	A	2090	A	2140	A
USGS	01104415	2010-10-12	0.07	A	13.4	A	11.8	A	12.5	A	2220	A	2150	A	2200	A
