# ---------------------------------- WARNING ----------------------------------------
# The data you have obtained from this automated U.S. Geological Survey database
# have not received Director's approval and as such are provisional and subject to
# revision.  The data are released on the condition that neither the USGS nor the
# United States Government may be held liable for any damages resulting from its use.
# Additional info: http://help.waterdata.usgs.gov/policies/provisional-data-statement
#
# File-format description:  http://help.waterdata.usgs.gov/faq/about-tab-delimited-output
# Automated-retrieval info: http://help.waterdata.usgs.gov/faq/automated-retrievals
#
# Contact:   gs-w_support_nwisweb@usgs.gov
# retrieved: 2016-06-30 10:07:12 EDT       (sdww02)
#
# Data for the following 1 site(s) are contained in this file
#    USGS 01104430 HOBBS BK BELOW CAMBRIDGE RES NR KENDALL GREEN, MA
# -----------------------------------------------------------------------------------
#
# Data provided for site 01104430
#    DD parameter statistic   Description
#    02   00060     00003     Discharge, cubic feet per second (Mean)
#    03   00010     00001     Temperature, water, degrees Celsius (Maximum)
#    03   00010     00002     Temperature, water, degrees Celsius (Minimum)
#    03   00010     00003     Temperature, water, degrees Celsius (Mean)
#    04   00095     00001     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Maximum)
#    04   00095     00002     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Minimum)
#    04   00095     00003     Specific conductance, water, unfiltered, microsiemens per centimeter at 25 degrees Celsius (Mean)
#    13   00020     00001     Temperature, air, degrees Celsius (Maximum)
#    13   00020     00002     Temperature, air, degrees Celsius (Minimum)
#    13   00020     00003     Temperature, air, degrees Celsius (Mean)
#    14   00045     00006     Precipitation, total, inches (Sum)
#
# Data-value qualification codes included in this output: 
#     A  Approved for publication -- Processing and review completed.  
#     P  Provisional data subject to revision.  
#     e  Value has been estimated.  
# 
agency_cd	site_no	datetime	02_00060_00003	02_00060_00003_cd	03_00010_00001	03_00010_00001_cd	03_00010_00002	03_00010_00002_cd	03_00010_00003	03_00010_00003_cd	04_00095_00001	04_00095_00001_cd	04_00095_00002	04_00095_00002_cd	04_00095_00003	04_00095_00003_cd	13_00020_00001	13_00020_00001_cd	13_00020_00002	13_00020_00002_cd	13_00020_00003	13_00020_00003_cd	14_00045_00006	14_00045_00006_cd
USGS	01104430	2010-07-11	29	A	19.9	A	19.0	A	19.5	A	547	A	540	A	543	A	29.8	A	19.8	A	24.2	A	0.00	A
USGS	01104430	2010-07-12	29	A	20.4	A	19.3	A	19.7	A	556	A	538	A	546	A	30.2	A	20.4	A	25.1	A	0.00	A
USGS	01104430	2010-07-13	29	A	20.3	A	19.6	A	19.9	A	557	A	539	A	548	A	30.2	A	22.0	A	25.3	A	0.06	A
USGS	01104430	2010-07-14	29	A	20.9	A	19.7	A	20.3	A	556	A	542	A	550	A	24.8	A	19.6	A	22.5	A	0.09	A
USGS	01104430	2010-07-15	28	A	20.9	A	19.8	A	20.4	A	559	A	548	A	553	A	26.3	A	20.1	A	22.5	A	0.00	A
USGS	01104430	2010-07-16	28	A	20.9	A	19.9	A	20.2	A	552	A	548	A	550	A	30.9	A	19.7	A	24.4	A	0.13	A
USGS	01104430	2010-07-17	28	A	21.3	A	20.1	A	20.6	A	553	A	543	A	549	A	31.0	A	20.7	A	25.6	A	0.00	A
USGS	01104430	2010-07-18	28	A	21.7	A	20.4	A	20.9	A	552	A	544	A	547	A	30.9	A	20.4	A	25.7	A	0.00	A
USGS	01104430	2010-07-19	28	A	21.6	A	20.7	A	21.0	A	550	A	542	A	547	A	28.6	A	18.6	A	23.6	A	0.54	A
USGS	01104430	2010-07-20	28	A	21.9	A	20.8	A	21.5	A	549	A	541	A	546	A	26.6	A	19.0	A	22.8	A	0.00	A
USGS	01104430	2010-07-21	28	A	21.7	A	20.8	A	21.4	A	552	A	544	A	548	A	29.8	A	18.8	A	24.1	A	0.04	A
USGS	01104430	2010-07-22	28	A	22.4	A	21.2	A	21.8	A	559	A	546	A	553	A	27.5	A	17.6	A	22.7	A	0.01	A
USGS	01104430	2010-07-23	28	A	22.4	A	21.5	A	22.0	A	558	A	552	A	556	A	24.6	A	16.9	A	20.4	A	0.49	A
USGS	01104430	2010-07-24	23	A	22.6	A	20.7	A	21.6	A	559	A	553	A	556	A	30.3	A	19.8	A	24.0	A	0.00	A
USGS	01104430	2010-07-25	20	A	21.7	A	20.8	A	21.2	A	558	A	553	A	555	A	30.8	A	21.4	A	25.8	A	0.00	A
USGS	01104430	2010-07-26	23	A	22.7	A	21.3	A	21.9	A	558	A	553	A	556	A	27.3	A	14.9	A	22.0	A	0.00	A
USGS	01104430	2010-07-27	25	A	23.0	A	22.1	A	22.6	A	559	A	553	A	555	A	30.3	A	16.4	A	23.3	A	0.00	A
USGS	01104430	2010-07-28	25	A	23.1	A	22.1	A	22.7	A	560	A	554	A	556	A	29.7	A	17.8	A	24.5	A	0.00	A
USGS	01104430	2010-07-29	25	A	23.8	A	22.6	A	23.1	A	561	A	555	A	558	A	30.0	A	21.9	A	25.6	A	0.02	A
USGS	01104430	2010-07-30	25	A	23.9	A	22.9	A	23.4	A	563	A	556	A	560	A	25.8	A	15.0	A	21.7	A	0.00	A
USGS	01104430	2010-07-31	25	A	23.8	A	23.1	A	23.4	A	569	A	561	A	566	A	24.4	A	13.8	A	19.7	A	0.00	A
USGS	01104430	2010-08-01	25	A	23.7	A	23.0	A	23.4	A	570	A	565	A	568	A	26.0	A	14.2	A	20.5	A	0.00	A
USGS	01104430	2010-08-02	25	A	23.6	A	23.0	A	23.3	A	572	A	567	A	570	A	27.0	A	14.7	A	21.4	A	0.00	A
USGS	01104430	2010-08-03	25	A	23.6	A	23.0	A	23.4	A	572	A	566	A	570	A	28.7	A	18.1	A	23.5	A	0.00	A
USGS	01104430	2010-08-04	25	A	23.9	A	23.3	A	23.5	A	572	A	567	A	570	A	30.9	A	22.5	A	26.3	A	0.00	A
USGS	01104430	2010-08-05	25	A	24.1	A	23.6	A	23.8	A	577	A	567	A	571	A	29.7	A	22.1	A	25.1	A	0.01	A
USGS	01104430	2010-08-06	24	A	24.3	A	23.6	A	23.9	A	580	A	570	A	573	A	29.3	A	19.1	A	24.2	A	0.00	A
USGS	01104430	2010-08-07	24	A	24.2	A	23.7	A	23.9	A	582	A	575	A	579	A	25.4	A	13.1	A	19.4	A	0.00	A
USGS	01104430	2010-08-08	23	A	24.2	A	23.6	A	23.9	A	582	A	577	A	579	A	28.7	A	13.8	A	21.8	A	0.00	A
USGS	01104430	2010-08-09	24	A	24.2	A	23.6	A	23.9	A	582	A	578	A	580	A	31.9	A	21.6	A	26.4	A	0.00	A
USGS	01104430	2010-08-10	24	A	24.7	A	23.9	A	24.2	A	584	A	579	A	581	A	30.9	A	21.5	A	25.5	A	0.10	A
USGS	01104430	2010-08-11	24	A	25.0	A	24.0	A	24.4	A	583	A	578	A	581	A	27.9	A	18.7	A	23.6	A	0.00	A
USGS	01104430	2010-08-12	23	A	25.0	A	24.1	A	24.5	A	584	A	580	A	582	A	26.5	A	17.6	A	21.7	A	0.00	A
USGS	01104430	2010-08-13	23	A	25.0	A	24.2	A	24.5	A	586	A	580	A	583	A	24.5	A	15.0	A	20.8	A	0.00	A
USGS	01104430	2010-08-14	23	A	24.6	A	24.1	A	24.3	A	586	A	582	A	583	A	26.3	A	11.8	A	19.8	A	0.00	A
USGS	01104430	2010-08-15	23	A	24.3	A	23.9	A	24.1	A	588	A	583	A	586	A	24.6	A	14.1	A	19.9	A	0.00	A
USGS	01104430	2010-08-16	23	A	24.2	A	23.7	A	24.0	A	590	A	584	A	586	A	24.9	A	18.1	A	21.7	A	0.13	A
USGS	01104430	2010-08-17	23	A	24.3	A	23.8	A	24.0	A	590	A	586	A	588	A	30.6	A	20.6	A	25.7	A	0.00	A
USGS	01104430	2010-08-18	23	A	24.4	A	23.9	A	24.1	A	593	A	587	A	589	A	27.3	A	17.3	A	22.1	A	0.00	A
USGS	01104430	2010-08-19	23	A	24.4	A	23.8	A	24.1	A	591	A	586	A	589	A	30.1	A	15.5	A	23.4	A	0.00	A
USGS	01104430	2010-08-20	23	A	24.9	A	24.0	A	24.4	A	592	A	587	A	589	A	27.9	A	15.6	A	23.1	A	0.00	A
USGS	01104430	2010-08-21	23	A	24.7	A	24.2	A	24.4	A	592	A	587	A	589	A	25.4	A	11.8	A	19.5	A	0.00	A
USGS	01104430	2010-08-22	23	A	24.6	A	24.0	A	24.3	A	591	A	586	A	588	A	21.7	A	17.8	A	19.6	A	0.27	A
USGS	01104430	2010-08-23	23	A	24.4	A	22.6	A	23.5	A	590	A	582	A	586	A	18.5	A	16.7	A	17.5	A	0.85	A
USGS	01104430	2010-08-24	23	A	22.6	A	21.6	A	22.1	A	586	A	580	A	583	A	18.3	A	16.7	A	17.3	A	0.70	A
USGS	01104430	2010-08-25	23	A	21.7	A	21.2	A	21.5	A	581	A	568	A	574	A	18.7	A	16.9	A	17.9	A	2.32	A
USGS	01104430	2010-08-26	23	A	21.4	A	21.0	A	21.3	A	573	A	568	A	570	A	26.6	A	16.5	A	21.0	A	0.00	A
USGS	01104430	2010-08-27	23	A	21.8	A	21.0	A	21.3	A	575	A	570	A	572	A	24.0	A	13.4	A	18.9	A	0.00	A
USGS	01104430	2010-08-28	23	A	22.0	A	21.4	A	21.6	A	575	A	571	A	573	A	26.2	A	11.1	A	18.8	A	0.00	A
USGS	01104430	2010-08-29	23	A	22.2	A	21.5	A	21.8	A	576	A	572	A	574	A	32.0	A	15.3	A	23.1	A	0.00	A
USGS	01104430	2010-08-30	23	A	22.3	A	21.5	A	21.9	A	576	A	572	A	574	A	31.3	A	16.6	A	23.8	A	0.00	A
USGS	01104430	2010-08-31	23	A	22.4	A	21.8	A	22.0	A	576	A	572	A	574	A	33.4	A	18.6	A	25.5	A	0.00	A
USGS	01104430	2010-09-01	16	A	22.3	A	21.5	A	21.9	A	577	A	572	A	575	A	32.4	A	19.6	A	25.5	A	0.00	A
USGS	01104430	2010-09-02	10	A	22.0	A	21.5	A	21.7	A	578	A	573	A	575	A	32.4	A	19.4	A	26.0	A	0.00	A
USGS	01104430	2010-09-03	9.7	A	22.1	A	21.6	A	21.8	A	581	A	574	A	577	A	28.3	A	21.1	A	23.8	A	0.39	A
USGS	01104430	2010-09-04	9.8	A	22.1	A	21.5	A	21.8	A	582	A	576	A	579	A	25.9	A	17.9	A	22.6	A	0.06	A
USGS	01104430	2010-09-05	15	A	22.7	A	21.6	A	22.2	A	582	A	578	A	580	A	22.1	A	12.6	A	17.3	A	0.00	A
USGS	01104430	2010-09-06	19	A	22.8	A	22.4	A	22.6	A	583	A	580	A	582	A	23.6	A	10.3	A	17.4	A	0.00	A
USGS	01104430	2010-09-07	19	A	22.8	A	22.3	A	22.6	A	585	A	580	A	583	A	28.0	A	16.0	A	21.7	A	0.00	A
USGS	01104430	2010-09-08	19	A	23.1	A	22.5	A	22.7	A	585	A	580	A	583	A	26.7	A	16.7	A	21.4	A	0.23	A
USGS	01104430	2010-09-09	19	A	22.8	A	22.3	A	22.6	A	587	A	582	A	584	A	21.0	A	12.6	A	16.7	A	0.00	A
USGS	01104430	2010-09-10	18	A	22.5	A	21.9	A	22.2	A	590	A	583	A	586	A	19.6	A	13.6	A	16.8	A	0.00	A
USGS	01104430	2010-09-11	18	A	22.3	A	21.6	A	21.9	A	592	A	587	A	590	A	21.2	A	11.9	A	16.3	A	0.00	A
USGS	01104430	2010-09-12	18	A	21.9	A	21.3	A	21.6	A	592	A	588	A	590	A	17.3	A	11.1	A	14.5	A	0.00	A
USGS	01104430	2010-09-13	18	A	21.4	A	20.7	A	21.1	A	594	A	588	A	591	A	19.7	A	12.8	A	15.5	A	0.21	A
USGS	01104430	2010-09-14	18	A	20.9	A	20.5	A	20.7	A	593	A	586	A	590	A	21.8	A	13.0	A	16.7	A	0.15	A
USGS	01104430	2010-09-15	18	A	20.7	A	20.2	A	20.4	A	590	A	583	A	587	A	18.8	A	10.0	A	14.2	A	0.00	A
USGS	01104430	2010-09-16	20	A	20.4	A	19.7	A	20.0	A	590	A	583	A	587	A	20.3	A	7.2	A	14.0	A	0.21	A
USGS	01104430	2010-09-17	22	A	20.0	A	19.6	A	19.8	A	588	A	579	A	585	A	19.6	A	11.7	A	16.7	A	0.09	A
USGS	01104430	2010-09-18	21	A	19.8	A	19.4	A	19.6	A	586	A	580	A	584	A	19.1	A	11.4	A	14.9	A	0.00	A
USGS	01104430	2010-09-19	21	A	19.7	A	19.2	A	19.5	A	586	A	578	A	582	A	23.3	A	10.9	A	16.8	A	0.00	A
USGS	01104430	2010-09-20	21	A	20.4	A	19.3	A	19.8	A	584	A	578	A	582	A	19.7	A	11.3	A	16.6	A	0.00	A
USGS	01104430	2010-09-21	21	A	19.7	A	18.8	A	19.3	A	585	A	577	A	581	A	20.4	A	6.3	A	14.1	A	0.00	A
USGS	01104430	2010-09-22	22	A	19.3	A	18.5	A	18.9	A	591	A	579	A	582	A	27.9	A	15.7	A	21.1	A	0.00	A
USGS	01104430	2010-09-23	22	A	20.0	A	19.1	A	19.4	A	591	A	584	A	589	A	23.1	A	14.4	A	18.7	A	0.00	A
USGS	01104430	2010-09-24	22	A	19.7	A	19.0	A	19.4	A	599	A	587	A	592	A	27.5	A	14.2	A	20.6	A	0.00	A
USGS	01104430	2010-09-25	22	A	20.4	A	19.3	A	19.7	A	600	A	594	A	597	A	28.6	A	18.6	A	23.8	A	0.00	A
USGS	01104430	2010-09-26	22	A	20.9	A	20.0	A	20.4	A	602	A	597	A	599	A	20.1	A	12.2	A	15.9	A	0.00	A
USGS	01104430	2010-09-27	22	A	20.4	A	19.6	A	19.9	A	602	A	596	A	599	A	16.3	A	14.1	A	15.2	A	0.07	A
USGS	01104430	2010-09-28	21	A	19.9	A	19.5	A	19.7	A	601	A	595	A	598	A	24.6	A	15.3	A	20.1	A	0.81	A
USGS	01104430	2010-09-29	21	A	20.4	A	19.6	A	19.9	A	602	A	594	A	599	A	25.8	A	18.5	A	21.5	A	0.00	A
USGS	01104430	2010-09-30	21	A	20.4	A	19.8	A	20.1	A	603	A	598	A	600	A	25.6	A	17.4	A	22.2	A	0.04	A
USGS	01104430	2010-10-01	21	A	21.0	A	20.1	A	20.6	A	602	A	595	A	599	A	24.8	A	14.2	A	20.1	A	0.76	A
USGS	01104430	2010-10-02	21	A	20.8	A	20.0	A	20.4	A	599	A	596	A	597	A	17.7	A	9.2	A	13.7	A	0.01	A
USGS	01104430	2010-10-03	21	A	20.3	A	18.9	A	19.5	A	599	A	595	A	597	A	13.9	A	6.2	A	10.7	A	0.00	A
USGS	01104430	2010-10-04	21	A	18.9	A	17.8	A	18.3	A	602	A	592	A	598	A	14.0	A	9.7	A	12.1	A	0.24	A
USGS	01104430	2010-10-05	21	A	17.8	A	17.1	A	17.5	A	600	A	594	A	598	A	13.8	A	12.2	A	13.3	A	0.06	A
USGS	01104430	2010-10-06	21	A	17.2	A	16.6	A	16.9	A	600	A	590	A	595	A	15.0	A	11.4	A	13.2	A	1.33	A
USGS	01104430	2010-10-07	21	A	16.8	A	16.2	A	16.5	A	593	A	589	A	591	A	17.2	A	9.6	A	12.3	A	0.01	A
USGS	01104430	2010-10-08	22	A	16.4	A	15.9	A	16.2	A	594	A	580	A	590	A	21.0	A	8.3	A	14.0	A	0.00	A
USGS	01104430	2010-10-09	22	A	16.7	A	15.9	A	16.2	A	594	A	590	A	592	A	16.3	A	5.6	A	12.0	A	0.00	A
USGS	01104430	2010-10-10	22	A	16.1	A	15.4	A	15.7	A	595	A	588	A	592	A	17.2	A	3.7	A	9.4	A	0.00	A
USGS	01104430	2010-10-11	22	A	15.7	A	15.2	A	15.4	A	600	A	592	A	597	A	19.1	A	6.8	A	12.3	A	0.00	A
USGS	01104430	2010-10-12	22	A	16.2	A	15.2	A	15.6	A	600	A	595	A	598	A	16.1	A	7.4	A	12.1	A	0.02	A
USGS	01104430	2010-10-13	22	A	15.7	A	15.2	A	15.4	A	599	A	592	A	596	A	16.1	A	2.0	A	9.3	A	0.00	A
USGS	01104430	2010-10-14	19	A	15.7	A	15.0	A	15.3	A	597	A	592	A	594	A	15.0	A	3.1	A	9.8	A	0.05	A
USGS	01104430	2010-10-15	17	A	15.4	A	14.4	A	14.8	A	595	A	582	A	587	A	12.0	A	5.3	A	9.2	A	1.77	A
USGS	01104430	2010-10-16	17	A	14.5	A	13.8	A	14.1	A	588	A	584	A	586	A	13.1	A	5.2	A	9.4	A	0.00	A
USGS	01104430	2010-10-17	18	A	13.8	A	13.2	A	13.5	A	589	A	584	A	586	A	17.9	A	3.9	A	10.4	A	0.00	A
USGS	01104430	2010-10-18	18	A	13.5	A	12.9	A	13.2	A	589	A	584	A	586	A	14.2	A	3.3	A	8.5	A	0.00	A
USGS	01104430	2010-10-19	17	A	13.2	A	12.6	A	12.9	A	589	A	585	A	586	A	13.5	A	1.7	A	6.6	A	0.00	A
USGS	01104430	2010-10-20	16	A	12.8	A	12.4	A	12.6	A	590	A	584	A	586	A	16.1	A	2.2	A	8.1	A	0.00	A
USGS	01104430	2010-10-21	16	A	12.6	A	12.2	A	12.4	A	590	A	586	A	588	A	13.7	A	3.0	A	7.6	A	0.02	A
USGS	01104430	2010-10-22	16	A	12.3	A	11.7	A	12.0	A	589	A	585	A	587	A	9.0	A	0.4	A	4.7	A	0.00	A
USGS	01104430	2010-10-23	16	A	11.8	A	11.3	A	11.6	A	588	A	584	A	586	A	13.4	A	-0.2	A	6.6	A	0.00	A
USGS	01104430	2010-10-24	16	A	11.6	A	11.2	A	11.4	A	588	A	583	A	585	A	10.4	A	4.5	A	7.7	A	0.02	A
USGS	01104430	2010-10-25	16	A	11.6	A	11.2	A	11.4	A	590	A	584	A	587	A	16.1	A	7.6	A	11.5	A	0.02	A
USGS	01104430	2010-10-26	16	A	11.5	A	11.2	A	11.4	A	593	A	588	A	591	A	24.1	A	14.9	A	18.5	A	0.00	A
USGS	01104430	2010-10-27	16	A	12.1	A	11.3	A	11.6	A	598	A	589	A	593	A	22.4	A	17.8	A	20.2	A	0.10	A
USGS	01104430	2010-10-28	16	A	13.0	A	11.7	A	12.3	A	604	A	592	A	598	A	24.0	A	11.7	A	17.7	A	0.00	A
USGS	01104430	2010-10-29	16	A	12.9	A	12.3	A	12.6	A	606	A	598	A	602	A	13.3	A	5.5	A	9.4	A	0.00	A
USGS	01104430	2010-10-30	16	A	12.5	A	12.0	A	12.1	A	605	A	600	A	603	A	13.2	A	0.9	A	8.0	A	0.00	A
USGS	01104430	2010-10-31	16	A	12.2	A	11.5	A	11.9	A	607	A	601	A	604	A	13.3	A	2.3	A	8.8	A	0.00	A
USGS	01104430	2010-11-01	16	A	11.6	A	11.0	A	11.3	A	608	A	601	A	605	A	8.6	A	-1.2	A	3.9	A	0.00	A
USGS	01104430	2010-11-02	16	A	11.2	A	10.6	A	10.9	A	607	A	602	A	605	A	8.3	A	-0.9	A	4.6	A	0.00	A
USGS	01104430	2010-11-03	16	A	10.7	A	10.0	A	10.3	A	607	A	602	A	604	A	10.2	A	-3.8	A	2.0	A	0.00	A
USGS	01104430	2010-11-04	16	A	10.1	A	9.7	A	9.9	A	606	A	598	A	603	A	10.0	A	-0.7	A	7.1	A	0.91	A
USGS	01104430	2010-11-05	16	A	10.1	A	9.8	A	9.9	A	605	A	596	A	600	A	14.4	A	5.0	A	10.1	A	0.31	A
USGS	01104430	2010-11-06	16	A	10.0	A	9.6	A	9.8	A	603	A	598	A	601	A	8.7	A	4.9	A	6.4	A	0.00	A
USGS	01104430	2010-11-07	16	A	9.7	A	9.0	A	9.4	A	604	A	599	A	601	A	6.6	A	1.9	A	4.5	A	0.11	A
USGS	01104430	2010-11-08	13	A	9.0	A	8.5	A	8.7	A	601	A	591	A	596	A	8.6	A	1.5	A	5.7	A	0.89	A
USGS	01104430	2010-11-09	9.0	A	8.9	A	8.4	A	8.6	A	598	A	591	A	595	A	11.2	A	6.0	A	8.8	A	0.07	A
USGS	01104430	2010-11-10	9.2	A	8.9	A	8.3	A	8.6	A	601	A	594	A	597	A	9.0	A	5.5	A	7.7	A	0.07	A
USGS	01104430	2010-11-11	4.1	A	8.8	A	7.6	A	8.1	A	616	A	596	A	604	A	10.8	A	0.0	A	5.5	A	0.00	A
USGS	01104430	2010-11-12	0.26	A	9.0	A	7.3	A	7.9	A	623	A	612	A	618	A	13.8	A	-0.9	A	6.0	A	0.00	A
USGS	01104430	2010-11-13	0.14	A	9.0	A	6.9	A	7.7	A	624	A	617	A	620	A	17.2	A	-2.1	A	5.1	A	0.00	A
USGS	01104430	2010-11-14	0.08	A	9.1	A	6.8	A	7.9	A	630	A	615	A	621	A	10.2	A	-1.3	A	5.5	A	0.00	A
USGS	01104430	2010-11-15	0.05	A	9.6	A	8.5	A	9.0	A	631	A	617	A	623	A	11.1	A	6.9	A	9.3	A	0.00	A
USGS	01104430	2010-11-16	0.03	A	10.5	A	9.0	A	9.6	A	632	A	619	A	625	A	13.3	A	8.4	A	10.4	A	0.03	A
USGS	01104430	2010-11-17	0.05	A	11.0	A	9.4	A	10.0	A	641	A	568	A	612	A	17.9	A	8.9	A	12.7	A	1.01	A
USGS	01104430	2010-11-18	0.02	A	9.7	A	7.9	A	8.7	A	646	A	602	A	630	A	11.7	A	0.4	A	7.4	A	0.00	A
USGS	01104430	2010-11-19	0.01	A	8.5	A	6.5	A	7.4	A	664	A	636	A	647	A	6.3	A	-3.1	A	1.3	A	0.00	A
USGS	01104430	2010-11-20	0.01	A	8.7	A	5.9	A	7.1	A	668	A	639	A	658	A	12.0	A	-2.9	A	4.5	A	0.00	A
USGS	01104430	2010-11-21	0.01	A	7.5	A	5.9	A	6.5	A	676	A	642	A	656	A	3.7	A	-1.3	A	1.0	A	0.00	A
USGS	01104430	2010-11-22	0.01	A	8.6	A	6.0	A	7.2	A	689	A	663	A	681	A	13.0	A	-0.3	A	7.6	A	0.02	A
USGS	01104430	2010-11-23	2.9	A	10.6	A	7.1	A	8.2	A	685	A	606	A	647	A	17.4	A	9.3	A	13.2	A	0.00	A
USGS	01104430	2010-11-24	6.6	A	7.2	A	6.5	A	6.9	A	611	A	606	A	609	A	9.7	A	-0.4	A	5.5	A	0.00	A
USGS	01104430	2010-11-25	6.6	A	6.6	A	6.2	A	6.3	A	610	A	607	A	609	A	4.7	A	-4.8	A	0.6	A	0.00	A
USGS	01104430	2010-11-26	6.6	A	6.6	A	6.1	A	6.3	A	610	A	605	A	608	A	7.7	A	-3.1	A	2.6	A	0.24	A
USGS	01104430	2010-11-27	6.6	A	6.1	A	5.5	A	6.0	A	613	A	605	A	608	A	5.4	A	-3.6	A	1.4	A	0.00	A
USGS	01104430	2010-11-28	6.6	A	5.8	A	5.1	A	5.5	A	613	A	606	A	609	A	6.4	A	-4.5	A	0.5	A	0.00	A
USGS	01104430	2010-11-29	6.6	A	5.7	A	5.2	A	5.5	A	617	A	606	A	610	A	8.0	A	-4.5	A	0.5	A	0.00	A
USGS	01104430	2010-11-30	3.7	A	5.9	A	5.2	A	5.5	A	632	A	609	A	616	A	9.8	A	-3.5	A	4.3	A	0.00	A
USGS	01104430	2010-12-01	0.74	A	6.5	A	5.8	A	6.0	A	631	A	608	A	621	A	13.6	A	7.0	A	10.6	A	0.51	A
USGS	01104430	2010-12-02	1.2	A	6.1	A	5.3	A	5.7	A	619	A	612	A	615	A	8.5	A	-0.9	A	2.7	A	0.00	A
USGS	01104430	2010-12-03	1.2	A	5.8	A	5.1	A	5.3	A	619	A	613	A	616	A	4.1	A	-2.6	A	1.5	A	0.00	A
USGS	01104430	2010-12-04	1.1	A	5.3	A	4.6	A	4.9	A	624	A	613	A	616	A	5.3	A	-1.9	A	1.4	A	0.00	A
USGS	01104430	2010-12-05	0.47	A	5.6	A	4.3	A	4.8	A	629	A	614	A	621	A	2.0	A	-4.3	A	-0.7	A	0.00	A
USGS	01104430	2010-12-06	0.07	A	4.8	A	3.7	A	4.1	A	631	A	621	A	624	A	0.9	A	-4.7	A	-2.0	A	0.00	A
USGS	01104430	2010-12-07	0.03	A	4.0	A	3.4	A	3.7	A	635	A	621	A	630	A	2.1	A	-3.7	A	-1.3	A	0.00	A
USGS	01104430	2010-12-08	0.02	A	4.5	A	3.6	A	4.0	A	637	A	627	A	632	A	0.0	A	-6.0	A	-2.9	A	0.00	A
USGS	01104430	2010-12-09	2.0	A	4.6	A	2.2	A	3.4	A	651	A	612	A	631	A	-3.1	A	-9.1	A	-6.3	A	0.00	A
USGS	01104430	2010-12-10	4.3	A	3.1	A	1.9	A	2.5	A	633	A	612	A	620	A	-3.5	A	-12.0	A	-7.1	A	0.00	A
USGS	01104430	2010-12-11	4.3	A	2.9	A	2.5	A	2.7	A	632	A	621	A	627	A	6.8	A	-5.7	A	-0.5	A	0.00	A
USGS	01104430	2010-12-12	4.4	A	3.0	A	2.5	A	2.7	A	629	A	609	A	624	A	13.1	A	-4.6	A	5.7	A	1.94	A
USGS	01104430	2010-12-13	4.3	A	4.0	A	3.0	A	3.5	A	621	A	604	A	616	A	13.0	A	2.1	A	9.2	A	0.27	A
USGS	01104430	2010-12-14	4.2	A	3.5	A	2.0	A	2.8	A	618	A	609	A	614	A	2.1	A	-7.1	A	-3.6	A	0.00	A
USGS	01104430	2010-12-15	4.2	A	2.8	A	1.4	A	2.2	A	613	A	607	A	610	A	-6.3	A	-8.9	A	-7.4	A	0.00	A
USGS	01104430	2010-12-16	4.2	A	2.5	A	2.0	A	2.2	A	611	A	607	A	609	A	0.5	A	-9.4	A	-5.3	A	0.00	A
USGS	01104430	2010-12-17	4.2	A	2.4	A	2.0	A	2.2	A	620	A	609	A	614	A	1.4	A	-10.7	A	-5.6	A	0.00	A
USGS	01104430	2010-12-18	4.2	A	2.4	A	2.0	A	2.2	A	628	A	619	A	624	A	2.7	A	-8.8	A	-3.9	A	0.00	A
USGS	01104430	2010-12-19	4.2	A	2.6	A	2.2	A	2.4	A	632	A	626	A	629	A	1.1	A	-7.4	A	-2.0	A	0.00	A
USGS	01104430	2010-12-20	4.2	A	2.7	A	2.4	A	2.5	A	631	A	625	A	628	A	-1.0	A	-4.1	A	-3.0	A	0.00	A
USGS	01104430	2010-12-21	4.0	A	3.0	A	2.6	A	2.8	A	628	A	621	A	624	A	4.1	A	-3.2	A	0.0	A	0.13	A
USGS	01104430	2010-12-22	4.0	A	3.4	A	3.0	A	3.2	A	622	A	615	A	618	A	3.0	A	-1.3	A	0.5	A	0.01	A
USGS	01104430	2010-12-23	4.0	A	3.5	A	3.3	A	3.4	A	620	A	616	A	618	A	3.7	A	-1.2	A	0.6	A	0.10	A
USGS	01104430	2010-12-24	3.9	A	3.8	A	3.4	A	3.6	A	620	A	616	A	618	A	2.1	A	-3.3	A	-1.1	A	0.00	A
USGS	01104430	2010-12-25	3.8	A	3.9	A	3.6	A	3.7	A	621	A	617	A	619	A	-1.4	A	-8.7	A	-4.5	A	0.00	A
USGS	01104430	2010-12-26	3.8	A	3.9	A	3.7	A	3.8	A	624	A	619	A	621	A	-3.5	A	-6.2	A	-4.3	A	0.37	A:e
USGS	01104430	2010-12-27	3.8	A	3.9	A	3.6	A	3.8	A	625	A	621	A	623	A	-0.9	A	-7.6	A	-4.1	A	0.28	A
USGS	01104430	2010-12-28	3.7	A	3.8	A	3.5	A	3.7	A	624	A	621	A	623	A	1.3	A	-8.4	A	-3.4	A	0.00	A
USGS	01104430	2010-12-29	3.3	A	4.0	A	3.5	A	3.8	A	626	A	622	A	624	A	3.1	A	-8.0	A	-1.6	A	0.03	A:e
USGS	01104430	2010-12-30	3.0	A	4.2	A	3.9	A	4.0	A	628	A	624	A	626	A	6.4	A	-10.8	A	-4.0	A	0.00	A
USGS	01104430	2010-12-31	3.0	A	4.2	A	3.9	A	4.1	A	628	A	624	A	627	A	11.5	A	-6.1	A	1.1	A	0.00	A
